file,cluster,n_person,n_omega,status
cap_000071,22,0,8,todo
cap_000072,23,0,8,todo
cap_000073,23,0,10,todo
cap_000074,23,0,11,todo
cap_000075,24,0,9,todo
cap_000076,24,0,9,todo
cap_000077,25,0,7,todo
cap_000078,25,0,7,todo
cap_000079,26,0,9,todo
cap_000080,26,0,8,todo
cap_000081,27,0,9,todo
cap_000082,27,0,7,todo
cap_000083,28,0,9,todo
cap_000084,28,0,7,todo
cap_000085,29,0,10,todo
cap_000086,30,0,10,todo
cap_000087,31,0,8,todo
cap_000088,32,0,8,todo
cap_000089,33,0,8,todo
cap_000090,34,0,9,todo
cap_000091,35,0,7,todo
cap_000092,35,0,7,todo
cap_000093,36,0,8,todo
cap_000094,36,0,9,todo
cap_000095,37,0,9,todo
cap_000096,37,0,9,todo
cap_000097,38,0,11,todo
cap_000098,38,0,9,todo
cap_000099,39,0,7,todo
cap_000100,40,0,7,todo
cap_000101,41,0,9,todo
cap_000102,42,0,8,todo
cap_000103,43,0,10,todo
cap_000104,44,0,9,todo
cap_000105,45,0,9,todo
cap_000106,45,0,9,todo
cap_000107,46,0,8,todo
cap_000108,46,0,8,todo
cap_000109,46,0,8,todo
cap_000110,47,0,7,todo
cap_000111,47,0,8,todo
cap_000112,47,0,8,todo
cap_000113,48,0,8,todo
cap_000114,48,0,8,todo
cap_000115,49,0,8,todo
cap_000116,49,0,8,todo
cap_000117,49,0,8,todo
cap_000118,50,0,8,todo
cap_000119,50,0,7,todo
cap_000120,50,0,9,todo
cap_000121,51,0,9,todo
cap_000122,51,0,10,todo
cap_000123,52,0,11,todo
cap_000124,52,0,10,todo
cap_000125,53,0,10,todo
cap_000126,54,0,10,todo
cap_000127,55,0,10,todo
cap_000128,56,0,9,todo
cap_000129,57,0,11,todo
cap_000130,58,0,11,todo
cap_000131,59,0,10,todo
cap_000132,60,0,9,todo
cap_000133,61,0,11,todo
cap_000134,62,0,9,todo
cap_000135,63,0,9,todo
cap_000136,64,0,8,todo
cap_000137,64,0,9,todo
cap_000138,65,0,8,todo
cap_000139,65,0,9,todo
cap_000140,66,0,10,todo
cap_000141,66,0,10,todo
cap_000142,66,0,12,todo
cap_000143,67,0,9,todo
cap_000144,67,0,9,todo
cap_000145,68,0,9,todo
cap_000146,68,0,10,todo
cap_000147,69,0,10,todo
cap_000148,70,0,9,todo
cap_000149,71,0,8,todo
cap_000150,72,0,8,todo
cap_000151,73,0,7,todo
cap_000152,74,0,7,todo
cap_000153,75,0,8,todo
cap_000154,76,0,8,todo
cap_000155,77,0,9,todo
cap_000156,78,0,9,todo
cap_000157,79,0,8,todo
cap_000158,79,0,8,todo
cap_000159,80,0,7,todo
cap_000160,80,0,7,todo
cap_000161,81,0,7,todo
cap_000162,81,0,8,todo
cap_000163,82,0,8,todo
cap_000164,82,0,9,todo
cap_000165,83,0,8,todo
cap_000166,83,0,9,todo
cap_000167,83,0,9,todo
cap_000168,83,0,8,todo
cap_000169,83,0,8,todo
cap_000170,84,0,7,todo
cap_000171,84,0,8,todo
cap_000172,85,0,7,todo
cap_000173,85,0,9,todo
cap_000174,86,0,8,todo
cap_000175,86,0,7,todo
cap_000176,86,0,7,todo
cap_000177,87,0,6,todo
cap_000178,87,0,8,todo
cap_000179,88,0,8,todo
cap_000180,88,0,8,todo
cap_000181,89,0,8,todo
cap_000182,90,0,8,todo
cap_000183,91,0,7,todo
cap_000184,92,0,7,todo
cap_000185,93,0,7,todo
cap_000186,94,0,7,todo
cap_000187,95,0,8,todo
cap_000188,96,0,7,todo
cap_000189,96,0,7,todo
cap_000190,97,0,9,todo
cap_000191,97,0,6,todo
cap_000192,97,0,7,todo
cap_000193,97,0,7,todo
cap_000194,98,0,9,todo
cap_000195,98,0,9,todo
cap_000196,98,0,8,todo
cap_000197,99,0,8,todo
cap_000198,99,0,10,todo
cap_000199,99,0,9,todo
cap_000200,100,0,9,todo
cap_000201,100,0,9,todo
cap_000202,100,0,8,todo
cap_000203,101,0,8,todo
cap_000204,101,0,7,todo
cap_000205,102,0,8,todo
cap_000206,102,0,8,todo
cap_000207,103,0,8,todo
cap_000208,103,0,8,todo
cap_000209,104,0,8,todo
cap_000210,104,0,7,todo
cap_000211,104,0,10,todo
cap_000212,104,0,8,todo
cap_000213,105,0,8,todo
cap_000214,105,0,10,todo
cap_000215,106,0,8,todo
cap_000216,107,0,7,todo
cap_000217,108,0,8,todo
cap_000218,109,0,10,todo
cap_000219,110,0,8,todo
cap_000220,111,0,8,todo
cap_000221,112,0,10,todo
cap_000222,113,0,11,todo
cap_000223,114,0,10,todo
cap_000224,115,0,10,todo
cap_000225,116,0,8,todo
cap_000226,117,0,8,todo
cap_000227,117,0,8,todo
cap_000228,117,0,7,todo
cap_000229,118,0,8,todo
cap_000230,118,0,9,todo
cap_000231,119,0,9,todo
cap_000232,119,0,9,todo
cap_000233,120,0,9,todo
cap_000234,121,0,8,todo
cap_000235,122,0,10,todo
cap_000236,123,0,10,todo
cap_000237,124,0,10,todo
cap_000238,125,0,10,todo
cap_000239,126,0,10,todo
cap_000240,126,0,9,todo
cap_000241,127,0,10,todo
cap_000242,127,0,10,todo
cap_000243,128,0,9,todo
cap_000244,128,0,9,todo
cap_000245,128,0,9,todo
cap_000246,129,0,10,todo
cap_000247,129,0,10,todo
cap_000248,130,0,10,todo
cap_000249,130,0,9,todo
cap_000250,131,0,9,todo
cap_000251,131,0,9,todo
cap_000252,131,0,8,todo
cap_000253,132,0,9,todo
cap_000254,132,0,10,todo
cap_000255,132,0,9,todo
cap_000256,133,0,7,todo
cap_000257,133,0,10,todo
cap_000258,133,0,9,todo
cap_000259,133,0,8,todo
cap_000260,134,0,8,todo
cap_000261,134,0,9,todo
cap_000262,135,0,8,todo
cap_000263,135,0,8,todo
cap_000264,135,0,9,todo
cap_000265,136,0,9,todo
cap_000266,137,0,8,todo
cap_000267,137,0,9,todo
cap_000268,137,0,9,todo
cap_000269,137,0,9,todo
cap_000270,138,0,11,todo
cap_000271,138,0,10,todo
cap_000272,138,0,10,todo
cap_000273,138,0,11,todo
cap_000274,139,0,10,todo
cap_000275,139,0,10,todo
cap_000276,140,0,10,todo
cap_000277,141,0,10,todo
cap_000278,141,0,10,todo
cap_000279,141,0,9,todo
cap_000280,142,0,9,todo
cap_000281,142,0,9,todo
cap_000282,142,0,9,todo
cap_000283,142,0,8,todo
cap_000284,143,0,8,todo
cap_000285,143,0,8,todo
cap_000286,143,0,8,todo
cap_000287,143,0,9,todo
cap_000288,143,0,9,todo
cap_000289,144,0,9,todo
cap_000290,144,0,9,todo
cap_000291,145,0,9,todo
cap_000292,145,0,10,todo
cap_000293,146,0,8,todo
cap_000294,146,0,9,todo
cap_000295,146,0,11,todo
cap_000296,147,0,10,todo
cap_000297,147,0,10,todo
cap_000298,148,0,8,todo
cap_000299,148,0,8,todo
cap_000300,148,0,8,todo
cap_000301,149,0,8,todo
cap_000302,149,0,8,todo
cap_000303,150,0,7,todo
cap_000304,150,0,7,todo
cap_000305,150,0,7,todo
cap_000306,151,0,8,todo
cap_000307,151,0,9,todo
cap_000308,151,0,9,todo
cap_000309,152,0,8,todo
cap_000310,152,0,8,todo
cap_000311,152,0,8,todo
cap_000312,152,0,8,todo
cap_000313,153,0,8,todo
cap_000314,153,0,8,todo
cap_000315,153,0,8,todo
cap_000316,153,0,8,todo
cap_000317,153,0,8,todo
cap_000318,154,0,8,todo
cap_000319,154,0,8,todo
cap_000320,154,0,8,todo
cap_000321,155,0,8,todo
cap_000322,156,0,8,todo
cap_000323,157,0,7,todo
cap_000324,158,0,8,todo
cap_000325,159,0,9,todo
cap_000326,160,0,10,todo
cap_000327,161,0,10,todo
cap_000328,161,0,10,todo
cap_000329,162,0,9,todo
cap_000330,162,0,9,todo
cap_000331,162,0,8,todo
cap_000332,163,0,10,todo
cap_000333,164,0,9,todo
cap_000334,164,0,10,todo
cap_000335,165,0,11,todo
cap_000336,165,0,9,todo
cap_000337,166,0,10,todo
cap_000338,166,0,11,todo
cap_000339,167,0,11,todo
cap_000340,167,0,9,todo
cap_000341,167,0,8,todo
cap_000342,168,0,9,todo
cap_000343,168,0,9,todo
cap_000344,169,0,9,todo
cap_000345,169,0,9,todo
cap_000346,169,0,9,todo
cap_000347,169,0,8,todo
cap_000348,170,0,9,todo
cap_000349,170,0,8,todo
cap_000350,171,0,9,todo
cap_000351,171,0,9,todo
cap_000352,172,0,9,todo
cap_000353,173,0,9,todo
cap_000354,173,0,6,todo
cap_000355,174,0,8,todo
cap_000356,174,0,8,todo
cap_000357,175,0,7,todo
cap_000358,175,0,10,todo
cap_000359,175,0,9,todo
cap_000360,175,0,9,todo
cap_000361,176,0,9,todo
cap_000362,176,0,8,todo
cap_000363,177,0,7,todo
cap_000364,178,0,7,todo
cap_000365,179,0,6,todo
cap_000366,179,0,7,todo
cap_000367,180,0,6,todo
cap_000368,181,0,6,todo
cap_000369,181,0,6,todo
cap_000370,182,0,6,todo
cap_000371,182,0,6,todo
cap_000372,182,0,7,todo
cap_000373,183,0,7,todo
cap_000374,183,0,6,todo
cap_000375,183,0,5,todo
cap_000376,184,0,5,todo
cap_000377,185,0,5,todo
cap_000378,185,0,6,todo
cap_000379,185,0,5,todo
cap_000380,185,0,6,todo
cap_000381,186,0,6,todo
cap_000382,187,0,6,todo
cap_000383,187,0,8,todo
cap_000384,188,0,7,todo
cap_000385,188,0,6,todo
cap_000386,189,0,6,todo
cap_000387,189,0,7,todo
cap_000388,190,0,7,todo
cap_000389,190,0,7,todo
cap_000390,190,0,7,todo
cap_000391,191,0,7,todo
cap_000392,191,0,8,todo
cap_000393,192,0,8,todo
cap_000394,193,0,7,todo
cap_000395,194,0,7,todo
cap_000396,195,0,7,todo
cap_000397,196,0,7,todo
cap_000398,197,0,9,todo
cap_000399,198,0,9,todo
cap_000400,198,0,9,todo
cap_000401,199,0,9,todo
cap_000402,199,0,8,todo
cap_000403,200,0,7,todo
cap_000404,201,0,8,todo
cap_000405,202,0,8,todo
cap_000406,203,0,10,todo
cap_000407,204,0,9,todo
cap_000408,205,0,8,todo
cap_000409,206,0,9,todo
cap_000410,207,0,10,todo
cap_000411,208,0,8,todo
cap_000412,209,0,8,todo
cap_000413,210,0,8,todo
cap_000414,210,0,8,todo
cap_000415,210,0,9,todo
cap_000416,211,0,10,todo
cap_000417,212,0,11,todo
cap_000418,213,0,11,todo
cap_000419,214,0,11,todo
cap_000420,215,0,11,todo
cap_000421,216,0,11,todo
cap_000422,217,0,11,todo
cap_000423,218,0,10,todo
cap_000424,218,0,11,todo
cap_000425,219,0,11,todo
cap_000426,219,0,9,todo
cap_000427,220,0,9,todo
cap_000428,220,0,10,todo
cap_000429,220,0,9,todo
cap_000430,221,0,11,todo
cap_000431,221,0,10,todo
cap_000432,221,0,11,todo
cap_000433,222,0,11,todo
cap_000434,222,0,11,todo
cap_000435,223,0,11,todo
cap_000436,223,0,10,todo
cap_000437,223,0,11,todo
cap_000438,223,0,9,todo
cap_000439,223,0,8,todo
cap_000440,224,0,9,todo
cap_000441,224,0,10,todo
cap_000442,224,0,10,todo
cap_000443,224,0,10,todo
cap_000444,225,0,10,todo
cap_000445,225,0,10,todo
cap_000446,225,0,10,todo
cap_000447,226,0,9,todo
cap_000448,226,0,9,todo
cap_000449,227,0,8,todo
cap_000450,227,0,8,todo
cap_000451,227,0,9,todo
cap_000452,228,0,9,todo
cap_000453,228,0,8,todo
cap_000454,229,0,10,todo
cap_000455,229,0,10,todo
cap_000456,230,0,9,todo
cap_000457,230,0,9,todo
cap_000458,231,0,10,todo
cap_000459,232,0,10,todo
cap_000460,232,0,10,todo
cap_000461,233,0,10,todo
cap_000462,234,0,11,todo
cap_000463,234,0,10,todo
cap_000464,235,0,10,todo
cap_000465,236,0,9,todo
cap_000466,237,0,10,todo
cap_000467,237,0,9,todo
cap_000468,238,0,9,todo
cap_000469,238,0,9,todo
cap_000470,239,0,9,todo
cap_000471,239,0,9,todo
cap_000472,239,0,9,todo
cap_000473,240,0,9,todo
cap_000474,240,0,9,todo
cap_000475,241,0,8,todo
cap_000476,241,0,10,todo
cap_000477,242,0,10,todo
cap_000478,242,0,8,todo
cap_000479,243,0,10,todo
cap_000480,243,0,10,todo
cap_000481,244,0,10,todo
cap_000482,244,0,9,todo
cap_000483,245,0,10,todo
cap_000484,246,0,10,todo
cap_000485,246,0,9,todo
cap_000486,247,0,9,todo
cap_000487,248,0,11,todo
cap_000488,249,0,11,todo
cap_000489,250,0,10,todo
cap_000490,251,0,10,todo
cap_000491,252,0,11,todo
cap_000492,253,0,11,todo
cap_000493,254,0,11,todo
cap_000494,254,0,9,todo
cap_000495,255,0,9,todo
cap_000496,255,0,9,todo
cap_000497,256,0,8,todo
cap_000498,256,0,8,todo
cap_000499,256,0,8,todo
cap_000500,257,0,8,todo
cap_000501,257,0,8,todo
cap_000502,257,0,8,todo
cap_000503,257,0,8,todo
cap_000504,258,0,11,todo
cap_000505,259,0,8,todo
cap_000506,260,0,9,todo
cap_000507,261,0,8,todo
cap_000508,262,0,9,todo
cap_000509,263,0,9,todo
cap_000510,264,0,8,todo
cap_000511,265,0,11,todo
cap_000512,266,0,11,todo
cap_000513,267,0,10,todo
cap_000514,268,0,9,todo
cap_000515,268,0,10,todo
cap_000516,269,0,9,todo
cap_000517,270,0,9,todo
cap_000518,270,0,9,todo
cap_000519,271,0,8,todo
cap_000520,271,0,8,todo
cap_000521,272,0,7,todo
cap_000522,272,0,8,todo
cap_000523,272,0,7,todo
cap_000524,273,0,9,todo
cap_000525,273,0,10,todo
cap_000526,274,0,8,todo
cap_000527,274,0,8,todo
cap_000528,275,0,8,todo
cap_000529,275,0,8,todo
cap_000530,276,0,10,todo
cap_000531,277,0,9,todo
cap_000532,277,0,8,todo
cap_000533,278,0,8,todo
cap_000534,279,0,8,todo
cap_000535,280,0,7,todo
cap_000536,280,0,8,todo
cap_000537,281,0,9,todo
cap_000538,282,0,9,todo
cap_000539,283,0,9,todo
cap_000540,283,0,8,todo
cap_000541,284,0,7,todo
cap_000542,285,0,7,todo
cap_000543,285,0,9,todo
cap_000544,286,0,10,todo
cap_000545,286,0,9,todo
cap_000546,287,0,9,todo
cap_000547,288,0,10,todo
cap_000548,289,0,9,todo
cap_000549,290,0,8,todo
cap_000550,291,0,8,todo
cap_000551,292,0,9,todo
cap_000552,293,0,8,todo
cap_000553,294,0,9,todo
cap_000554,295,0,9,todo
cap_000555,296,0,10,todo
cap_000556,297,0,10,todo
cap_000557,298,0,7,todo
cap_000558,299,0,6,todo
cap_000559,300,0,7,todo
cap_000560,301,0,9,todo
cap_000561,301,0,9,todo
cap_000562,302,0,7,todo
cap_000563,302,0,7,todo
cap_000564,303,0,6,todo
cap_000565,303,0,7,todo
cap_000566,304,0,8,todo
cap_000567,304,0,6,todo
cap_000568,304,0,7,todo
cap_000569,305,0,7,todo
cap_000570,305,0,7,todo
cap_000571,306,0,10,todo
cap_000572,307,0,8,todo
cap_000573,308,0,8,todo
cap_000574,309,0,7,todo
cap_000575,310,0,7,todo
cap_000576,311,0,8,todo
cap_000577,312,0,9,todo
cap_000578,313,0,10,todo
cap_000579,314,0,7,todo
cap_000580,315,0,7,todo
cap_000581,315,0,8,todo
cap_000582,316,0,8,todo
cap_000583,316,0,7,todo
cap_000584,316,0,10,todo
cap_000585,317,0,10,todo
cap_000586,317,0,10,todo
cap_000587,318,0,10,todo
cap_000588,318,0,9,todo
cap_000589,319,0,10,todo
cap_000590,320,0,9,todo
cap_000591,321,0,9,todo
cap_000592,322,0,7,todo
cap_000593,323,0,8,todo
cap_000594,324,0,7,todo
cap_000595,325,0,7,todo
cap_000596,326,0,7,todo
cap_000597,327,0,7,todo
cap_000598,328,0,6,todo
cap_000599,329,0,6,todo
cap_000600,329,0,7,todo
cap_000601,330,0,6,todo
cap_000602,331,0,6,todo
cap_000603,332,0,4,todo
cap_000604,332,0,6,todo
cap_000605,333,0,6,todo
cap_000606,334,0,6,todo
cap_000607,335,0,6,todo
cap_000608,335,0,6,todo
cap_000609,336,0,6,todo
cap_000610,337,0,6,todo
cap_000611,337,0,6,todo
cap_000612,338,0,6,todo
cap_000613,338,0,6,todo
cap_000614,338,0,7,todo
cap_000615,338,0,6,todo
cap_000616,339,0,7,todo
cap_000617,339,0,7,todo
cap_000618,339,0,9,todo
cap_000619,340,0,8,todo
cap_000620,341,0,7,todo
cap_000621,341,0,8,todo
cap_000622,342,0,7,todo
cap_000623,342,0,8,todo
cap_000624,342,0,8,todo
cap_000625,343,0,8,todo
cap_000626,344,0,8,todo
cap_000627,345,0,8,todo
cap_000628,345,0,8,todo
cap_000629,346,0,7,todo
cap_000630,347,0,8,todo
cap_000631,348,0,8,todo
cap_000632,348,0,7,todo
cap_000633,348,0,8,todo
cap_000634,349,0,8,todo
cap_000635,350,0,7,todo
cap_000636,351,0,10,todo
cap_000637,351,0,8,todo
cap_000638,352,0,9,todo
cap_000639,352,0,8,todo
cap_000640,353,0,7,todo
cap_000641,353,0,7,todo
cap_000642,354,0,8,todo
cap_000643,354,0,7,todo
cap_000644,355,0,8,todo
cap_000645,355,0,7,todo
cap_000646,356,0,7,todo
cap_000647,357,0,7,todo
cap_000648,358,0,7,todo
cap_000649,359,0,7,todo
cap_000650,360,0,8,todo
cap_000651,361,0,8,todo
cap_000652,362,0,7,todo
cap_000653,362,0,7,todo
cap_000654,363,0,7,todo
cap_000655,363,0,8,todo
cap_000656,364,0,8,todo
cap_000657,365,0,7,todo
cap_000658,366,0,7,todo
cap_000659,367,0,7,todo
cap_000660,368,0,7,todo
cap_000661,368,0,7,todo
cap_000662,369,0,7,todo
cap_000663,370,0,7,todo
cap_000664,371,0,8,todo
cap_000665,371,0,8,todo
cap_000666,372,0,8,todo
cap_000667,372,0,7,todo
cap_000668,372,0,7,todo
cap_000669,372,0,7,todo
cap_000670,373,0,8,todo
cap_000671,373,0,9,todo
cap_000672,374,0,8,todo
cap_000673,374,0,8,todo
cap_000674,374,0,8,todo
cap_000675,374,0,9,todo
cap_000676,375,0,8,todo
cap_000677,376,0,9,todo
cap_000678,376,0,9,todo
cap_000679,376,0,9,todo
cap_000680,377,0,9,todo
cap_000681,377,0,9,todo
cap_000682,378,0,9,todo
cap_000683,379,0,10,todo
cap_000684,380,0,8,todo
cap_000685,381,0,8,todo
cap_000686,382,0,8,todo
cap_000687,383,0,8,todo
cap_000688,383,0,11,todo
cap_000689,384,0,9,todo
cap_000690,385,0,10,todo
cap_000691,386,0,9,todo
cap_000692,386,0,10,todo
cap_000693,387,0,10,todo
cap_000694,388,0,10,todo
cap_000695,389,0,11,todo
cap_000696,390,0,9,todo
cap_000697,391,0,11,todo
cap_000698,392,0,10,todo
cap_000699,393,0,10,todo
cap_000700,394,0,10,todo
cap_000701,395,0,9,todo
cap_000702,396,0,9,todo
cap_000703,396,0,8,todo
cap_000704,397,0,10,todo
cap_000705,397,0,10,todo
cap_000706,398,0,8,todo
cap_000707,399,0,8,todo
cap_000708,399,0,8,todo
cap_000709,399,0,8,todo
cap_000710,400,0,9,todo
cap_000711,401,0,8,todo
cap_000712,401,0,8,todo
cap_000713,401,0,7,todo
cap_000714,402,0,9,todo
cap_000715,402,0,8,todo
cap_000716,402,0,8,todo
cap_000717,403,0,9,todo
cap_000718,403,0,9,todo
cap_000719,403,0,9,todo
cap_000720,404,0,9,todo
cap_000721,404,0,8,todo
cap_000722,404,0,10,todo
cap_000723,405,0,9,todo
cap_000724,405,0,10,todo
cap_000725,405,0,10,todo
cap_000726,406,0,10,todo
cap_000727,406,0,9,todo
cap_000728,406,0,9,todo
cap_000729,407,0,9,todo
cap_000730,407,0,9,todo
cap_000731,408,0,9,todo
cap_000732,409,0,9,todo
cap_000733,410,0,9,todo
cap_000734,411,0,9,todo
cap_000735,412,0,8,todo
cap_000736,413,0,8,todo
cap_000737,414,0,9,todo
cap_000738,415,0,8,todo
cap_000739,415,0,7,todo
cap_000740,416,0,8,todo
cap_000741,416,0,9,todo
cap_000742,417,0,8,todo
cap_000743,417,0,8,todo
cap_000744,418,0,6,todo
cap_000745,418,0,6,todo
cap_000746,418,0,9,todo
cap_000747,419,0,9,todo
cap_000748,419,0,7,todo
cap_000749,419,0,8,todo
cap_000750,419,0,8,todo
cap_000751,419,0,6,todo
cap_000752,420,0,7,todo
cap_000753,421,0,9,todo
cap_000754,422,0,7,todo
cap_000755,423,0,9,todo
cap_000756,424,0,10,todo
cap_000757,424,0,10,todo
cap_000758,425,0,10,todo
cap_000759,425,0,9,todo
cap_000760,426,0,9,todo
cap_000761,426,0,8,todo
cap_000762,426,0,8,todo
cap_000763,427,0,8,todo
cap_000764,427,0,9,todo
cap_000765,428,0,9,todo
cap_000766,429,0,9,todo
cap_000767,429,0,9,todo
cap_000768,430,0,8,todo
cap_000769,431,0,8,todo
cap_000770,431,0,8,todo
cap_000771,431,0,10,todo
cap_000772,431,0,10,todo
cap_000773,432,0,8,todo
cap_000774,432,0,9,todo
cap_000775,432,0,9,todo
cap_000776,432,0,8,todo
cap_000777,432,0,8,todo
cap_000778,433,0,8,todo
cap_000779,433,0,9,todo
cap_000780,433,0,8,todo
cap_000781,433,0,9,todo
cap_000782,434,0,8,todo
cap_000783,434,0,7,todo
cap_000784,435,0,8,todo
cap_000785,435,0,8,todo
cap_000786,436,0,7,todo
cap_000787,436,0,9,todo
cap_000788,436,0,9,todo
cap_000789,436,0,8,todo
cap_000790,437,0,7,todo
cap_000791,437,0,8,todo
cap_000792,437,0,7,todo
cap_000793,438,0,8,todo
cap_000794,438,0,8,todo
cap_000795,438,0,9,todo
cap_000796,438,0,8,todo
cap_000797,438,0,9,todo
cap_000798,439,0,9,todo
cap_000799,439,0,9,todo
cap_000800,440,0,7,todo
cap_000801,440,0,8,todo
cap_000802,440,0,8,todo
cap_000803,440,0,9,todo
cap_000804,440,0,9,todo
cap_000805,441,0,8,todo
cap_000806,441,0,8,todo
cap_000807,441,0,7,todo
cap_000808,441,0,7,todo
cap_000809,441,0,9,todo
cap_000810,442,0,8,todo
cap_000811,442,0,7,todo
cap_000812,443,0,9,todo
cap_000813,443,0,8,todo
cap_000814,444,0,8,todo
cap_000815,444,0,9,todo
cap_000816,444,0,9,todo
cap_000817,445,0,8,todo
cap_000818,445,0,9,todo
cap_000819,446,0,9,todo
cap_000820,446,0,9,todo
cap_000821,447,0,8,todo
cap_000822,447,0,8,todo
cap_000823,448,0,9,todo
cap_000824,448,0,9,todo
cap_000825,449,0,9,todo
cap_000826,450,0,8,todo
cap_000827,450,0,9,todo
cap_000828,451,0,9,todo
cap_000829,451,0,9,todo
cap_000830,452,0,9,todo
cap_000831,452,0,9,todo
cap_000832,453,0,9,todo
cap_000833,454,0,9,todo
cap_000834,455,0,10,todo
cap_000835,456,0,9,todo
cap_000836,457,0,9,todo
cap_000837,457,0,9,todo
cap_000838,458,0,8,todo
cap_000839,458,0,7,todo
cap_000840,459,0,9,todo
cap_000841,459,0,8,todo
cap_000842,460,0,6,todo
cap_000843,460,0,8,todo
cap_000844,461,0,7,todo
cap_000845,461,0,7,todo
cap_000846,461,0,7,todo
cap_000847,462,0,6,todo
cap_000848,463,0,8,todo
cap_000849,463,0,7,todo
cap_000850,464,0,7,todo
cap_000851,464,0,7,todo
cap_000852,465,0,7,todo
cap_000853,466,0,6,todo
cap_000854,467,0,7,todo
cap_000855,468,0,8,todo
cap_000856,469,0,9,todo
cap_000857,470,0,6,todo
cap_000858,471,0,7,todo
cap_000859,472,0,7,todo
cap_000860,473,0,6,todo
cap_000861,474,0,7,todo
cap_000862,475,0,7,todo
cap_000863,475,0,7,todo
cap_000864,476,0,7,todo
cap_000865,476,0,9,todo
cap_000866,477,0,8,todo
cap_000867,477,0,8,todo
cap_000868,478,0,6,todo
cap_000869,478,0,7,todo
cap_000870,478,0,8,todo
cap_000871,478,0,7,todo
cap_000872,478,0,7,todo
cap_000873,479,0,8,todo
cap_000874,479,0,9,todo
cap_000875,480,0,7,todo
cap_000876,480,0,8,todo
cap_000877,480,0,7,todo
cap_000878,480,0,8,todo
cap_000879,480,0,8,todo
cap_000880,481,0,8,todo
cap_000881,481,0,7,todo
cap_000882,482,0,9,todo
cap_000883,482,0,8,todo
cap_000884,482,0,9,todo
cap_000885,482,0,8,todo
cap_000886,483,0,9,todo
cap_000887,483,0,9,todo
cap_000888,483,0,9,todo
cap_000889,484,0,9,todo
cap_000890,484,0,9,todo
cap_000891,484,0,8,todo
cap_000892,484,0,9,todo
cap_000893,485,0,8,todo
cap_000894,485,0,8,todo
cap_000895,485,0,8,todo
cap_000896,485,0,8,todo
cap_000897,485,0,9,todo
cap_000898,486,0,8,todo
cap_000899,486,0,9,todo
cap_000900,486,0,8,todo
cap_000901,487,0,9,todo
cap_000902,488,0,10,todo
cap_000903,489,0,9,todo
cap_000904,489,0,9,todo
cap_000905,490,0,9,todo
cap_000906,491,0,9,todo
cap_000907,492,0,9,todo
cap_000908,493,0,9,todo
cap_000909,494,0,9,todo
cap_000910,495,0,9,todo
cap_000911,496,0,9,todo
cap_000912,497,0,9,todo
cap_000913,498,0,10,todo
cap_000914,499,0,9,todo
cap_000915,499,0,10,todo
cap_000916,500,0,9,todo
cap_000917,500,0,10,todo
cap_000918,500,0,9,todo
cap_000919,501,0,8,todo
cap_000920,501,0,8,todo
cap_000921,501,0,8,todo
cap_000922,501,0,8,todo
cap_000923,502,0,10,todo
cap_000924,503,0,9,todo
cap_000925,503,0,9,todo
cap_000926,504,0,7,todo
cap_000927,505,0,8,todo
cap_000928,506,0,9,todo
cap_000929,507,0,9,todo
cap_000930,508,0,9,todo
