file,cluster,score,why,decision
cap_000202,104,-1.0000,MISS: 168px blob unboxed,approve
cap_000203,105,-1.0000,MISS: 168px blob unboxed,approve
cap_000204,106,-1.0000,MISS: 166px blob unboxed,approve
cap_000205,106,-1.0000,MISS: 168px blob unboxed,approve
cap_000206,107,-1.0000,MISS: 167px blob unboxed,approve
cap_000207,107,-1.0000,MISS: 167px blob unboxed,approve
cap_000208,108,-1.0000,MISS: 167px blob unboxed,approve
cap_000209,109,-1.0000,MISS: 167px blob unboxed,approve
cap_000210,110,-1.0000,MISS: 163px blob unboxed,approve
cap_000211,111,-1.0000,MISS: 164px blob unboxed,approve
cap_000212,111,-1.0000,MISS: 162px blob unboxed,approve
cap_000213,112,-1.0000,MISS: 166px blob unboxed,approve
cap_000214,113,-1.0000,MISS: 162px blob unboxed,approve
cap_000215,114,-1.0000,MISS: 162px blob unboxed,approve
cap_000216,115,-1.0000,MISS: 167px blob unboxed,approve
cap_000217,116,-1.0000,MISS: 169px blob unboxed,approve
cap_000218,117,-1.0000,MISS: 170px blob unboxed,approve
cap_000219,118,-1.0000,MISS: 176px blob unboxed,approve
cap_000220,119,-1.0000,MISS: 172px blob unboxed,approve
cap_000221,120,-1.0000,MISS: 178px blob unboxed,approve
cap_000222,121,-1.0000,MISS: 173px blob unboxed,approve
cap_000223,122,-1.0000,MISS: 170px blob unboxed,approve
cap_000224,123,-1.0000,MISS: 167px blob unboxed,approve
cap_000225,124,-1.0000,MISS: 175px blob unboxed,approve
cap_000226,125,-1.0000,MISS: 166px blob unboxed,approve
cap_000227,126,-1.0000,MISS: 165px blob unboxed,approve
cap_000228,127,-1.0000,MISS: 168px blob unboxed,approve
cap_000229,128,-1.0000,MISS: 170px blob unboxed,approve
cap_000230,128,-1.0000,MISS: 168px blob unboxed,approve
cap_000231,129,-1.0000,MISS: 164px blob unboxed,approve
cap_000232,129,-1.0000,MISS: 167px blob unboxed,approve
cap_000233,129,-1.0000,MISS: 168px blob unboxed,approve
cap_000234,129,-1.0000,MISS: 168px blob unboxed,approve
cap_000235,129,-1.0000,MISS: 168px blob unboxed,approve
cap_000236,130,-1.0000,MISS: 170px blob unboxed,approve
cap_000237,130,-1.0000,MISS: 171px blob unboxed,approve
cap_000238,131,-1.0000,MISS: 176px blob unboxed,approve
cap_000239,131,-1.0000,MISS: 164px blob unboxed,approve
cap_000240,132,-1.0000,MISS: 163px blob unboxed,approve
cap_000241,133,-1.0000,MISS: 166px blob unboxed,approve
cap_000242,134,-1.0000,MISS: 167px blob unboxed,approve
cap_000243,135,-1.0000,MISS: 166px blob unboxed,approve
cap_000244,136,-1.0000,MISS: 174px blob unboxed,approve
cap_000245,137,-1.0000,MISS: 170px blob unboxed,approve
cap_000246,138,-1.0000,MISS: 166px blob unboxed,approve
cap_000247,139,-1.0000,MISS: 169px blob unboxed,approve
cap_000248,139,-1.0000,MISS: 169px blob unboxed,approve
cap_000249,140,-1.0000,MISS: 169px blob unboxed,approve
cap_000250,141,-1.0000,MISS: 170px blob unboxed,approve
cap_000251,142,-1.0000,MISS: 172px blob unboxed,approve
cap_000252,143,-1.0000,MISS: 169px blob unboxed,approve
cap_000253,144,-1.0000,MISS: 169px blob unboxed,approve
cap_000254,145,-1.0000,MISS: 166px blob unboxed,approve
cap_000255,146,-1.0000,MISS: 168px blob unboxed,approve
cap_000256,147,-1.0000,MISS: 170px blob unboxed,approve
cap_000257,148,-1.0000,MISS: 168px blob unboxed,approve
cap_000258,148,-1.0000,MISS: 169px blob unboxed,approve
cap_000259,149,-1.0000,MISS: 167px blob unboxed,approve
cap_000260,150,-1.0000,MISS: 171px blob unboxed,approve
cap_000261,151,-1.0000,MISS: 175px blob unboxed,approve
cap_000262,151,-1.0000,MISS: 167px blob unboxed,approve
cap_000263,152,-1.0000,MISS: 167px blob unboxed,approve
cap_000264,152,-1.0000,MISS: 161px blob unboxed,approve
cap_000265,153,-1.0000,MISS: 159px blob unboxed,approve
cap_000266,154,-1.0000,MISS: 170px blob unboxed,approve
cap_000267,155,-1.0000,MISS: 174px blob unboxed,approve
cap_000268,156,-1.0000,MISS: 173px blob unboxed,approve
cap_000269,157,-1.0000,MISS: 173px blob unboxed,approve
cap_000270,157,-1.0000,MISS: 176px blob unboxed,approve
cap_000271,158,-1.0000,MISS: 176px blob unboxed,approve
cap_000272,158,-1.0000,MISS: 174px blob unboxed,approve
cap_000273,159,-1.0000,MISS: 177px blob unboxed,approve
cap_000274,160,-1.0000,MISS: 177px blob unboxed,approve
cap_000275,160,-1.0000,MISS: 178px blob unboxed,approve
cap_000276,161,-1.0000,MISS: 179px blob unboxed,approve
cap_000277,161,-1.0000,MISS: 180px blob unboxed,approve
cap_000278,162,-1.0000,MISS: 180px blob unboxed,approve
cap_000279,163,-1.0000,MISS: 180px blob unboxed,approve
cap_000280,164,-1.0000,MISS: 179px blob unboxed,approve
cap_000281,165,-1.0000,MISS: 176px blob unboxed,approve
cap_000282,166,-1.0000,MISS: 173px blob unboxed,approve
cap_000283,167,-1.0000,MISS: 175px blob unboxed,approve
cap_000284,168,-1.0000,MISS: 171px blob unboxed,approve
cap_000285,168,-1.0000,MISS: 170px blob unboxed,approve
cap_000286,169,-1.0000,MISS: 169px blob unboxed,approve
cap_000287,170,-1.0000,MISS: 169px blob unboxed,approve
cap_000288,171,-1.0000,MISS: 168px blob unboxed,approve
cap_000289,171,-1.0000,MISS: 168px blob unboxed,approve
cap_000290,172,-1.0000,MISS: 172px blob unboxed,approve
cap_000291,172,-1.0000,MISS: 172px blob unboxed,approve
cap_000292,173,-1.0000,MISS: 169px blob unboxed,approve
cap_000293,173,-1.0000,MISS: 169px blob unboxed,approve
cap_000294,173,-1.0000,MISS: 172px blob unboxed,approve
cap_000295,174,-1.0000,MISS: 173px blob unboxed,approve
cap_000296,174,-1.0000,MISS: 173px blob unboxed,approve
cap_000297,175,-1.0000,MISS: 177px blob unboxed,approve
cap_000298,175,-1.0000,MISS: 170px blob unboxed,approve
cap_000299,176,-1.0000,MISS: 175px blob unboxed,approve
cap_000300,176,-1.0000,MISS: 175px blob unboxed,approve
cap_000301,177,-1.0000,MISS: 172px blob unboxed,approve
cap_000302,177,-1.0000,MISS: 172px blob unboxed,approve
cap_000303,177,-1.0000,MISS: 171px blob unboxed,approve
cap_000304,178,-1.0000,MISS: 170px blob unboxed,approve
cap_000305,178,-1.0000,MISS: 170px blob unboxed,approve
cap_000306,179,-1.0000,MISS: 171px blob unboxed,approve
cap_000307,179,-1.0000,MISS: 169px blob unboxed,approve
cap_000308,180,-1.0000,MISS: 169px blob unboxed,approve
cap_000309,180,-1.0000,MISS: 166px blob unboxed,approve
cap_000310,181,-1.0000,MISS: 170px blob unboxed,approve
cap_000311,181,-1.0000,MISS: 180px blob unboxed,approve
cap_000312,182,-1.0000,MISS: 179px blob unboxed,approve
cap_000313,183,-1.0000,MISS: 179px blob unboxed,approve
cap_000314,184,-1.0000,MISS: 177px blob unboxed,approve
cap_000315,185,-1.0000,MISS: 176px blob unboxed,approve
cap_000316,186,-1.0000,MISS: 175px blob unboxed,approve
cap_000317,186,-1.0000,MISS: 176px blob unboxed,approve
cap_000318,187,-1.0000,MISS: 170px blob unboxed,approve
cap_000319,187,-1.0000,MISS: 172px blob unboxed,approve
cap_000320,188,-1.0000,MISS: 172px blob unboxed,approve
cap_000321,189,-1.0000,MISS: 172px blob unboxed,approve
cap_000322,190,-1.0000,MISS: 171px blob unboxed,approve
cap_000323,190,-1.0000,MISS: 180px blob unboxed,approve
cap_000324,191,-1.0000,MISS: 170px blob unboxed,approve
cap_000325,192,-1.0000,MISS: 170px blob unboxed,approve
cap_000326,193,-1.0000,MISS: 169px blob unboxed,approve
cap_000327,194,-1.0000,MISS: 169px blob unboxed,approve
cap_000328,195,-1.0000,MISS: 180px blob unboxed,approve
cap_000329,196,-1.0000,MISS: 169px blob unboxed,approve
cap_000330,197,-1.0000,MISS: 174px blob unboxed,approve
cap_000331,198,-1.0000,MISS: 173px blob unboxed,approve
cap_000332,199,-1.0000,MISS: 172px blob unboxed,approve
cap_000333,200,-1.0000,MISS: 174px blob unboxed,approve
cap_000334,201,-1.0000,MISS: 177px blob unboxed,approve
cap_000335,202,-1.0000,MISS: 170px blob unboxed,approve
cap_000336,203,-1.0000,MISS: 172px blob unboxed,approve
cap_000337,204,-1.0000,MISS: 174px blob unboxed,approve
cap_000338,205,-1.0000,MISS: 171px blob unboxed,approve
cap_000339,205,-1.0000,MISS: 177px blob unboxed,approve
cap_000340,206,-1.0000,MISS: 177px blob unboxed,approve
cap_000341,206,-1.0000,MISS: 177px blob unboxed,approve
cap_000342,207,-1.0000,MISS: 178px blob unboxed,approve
cap_000343,207,-1.0000,MISS: 175px blob unboxed,approve
cap_000344,208,-1.0000,MISS: 175px blob unboxed,approve
cap_000345,209,-1.0000,MISS: 174px blob unboxed,approve
cap_000346,209,-1.0000,MISS: 174px blob unboxed,delete
cap_000347,210,-1.0000,MISS: 180px blob unboxed,approve
cap_000348,210,-1.0000,MISS: 181px blob unboxed,approve
cap_000349,210,-1.0000,MISS: 182px blob unboxed,approve
cap_000350,211,-1.0000,MISS: 181px blob unboxed,approve
cap_000351,211,-1.0000,MISS: 181px blob unboxed,approve
cap_000352,211,-1.0000,MISS: 179px blob unboxed,approve
cap_000353,212,-1.0000,MISS: 177px blob unboxed,approve
cap_000354,212,-1.0000,MISS: 174px blob unboxed,approve
cap_000355,212,-1.0000,MISS: 174px blob unboxed,approve
cap_000356,213,-1.0000,MISS: 169px blob unboxed,approve
cap_000357,213,-1.0000,MISS: 168px blob unboxed,approve
cap_000358,213,-1.0000,MISS: 167px blob unboxed,approve
cap_000359,213,-1.0000,MISS: 167px blob unboxed,approve
cap_000360,214,-1.0000,MISS: 168px blob unboxed,approve
cap_000361,214,-1.0000,MISS: 176px blob unboxed,approve
cap_000362,214,-1.0000,MISS: 171px blob unboxed,approve
cap_000363,214,-1.0000,MISS: 176px blob unboxed,approve
cap_000364,214,-1.0000,MISS: 176px blob unboxed,approve
cap_000365,215,-1.0000,MISS: 174px blob unboxed,approve
cap_000366,215,-1.0000,MISS: 176px blob unboxed,approve
cap_000367,215,-1.0000,MISS: 176px blob unboxed,approve
cap_000368,215,-1.0000,MISS: 172px blob unboxed,approve
cap_000369,215,-1.0000,MISS: 179px blob unboxed,approve
cap_000370,216,-1.0000,MISS: 178px blob unboxed,approve
cap_000371,216,-1.0000,MISS: 176px blob unboxed,approve
cap_000372,216,-1.0000,MISS: 176px blob unboxed,approve
cap_000373,216,-1.0000,MISS: 169px blob unboxed,approve
cap_000374,216,-1.0000,MISS: 171px blob unboxed,approve
cap_000375,217,-1.0000,MISS: 169px blob unboxed,approve
cap_000376,217,-1.0000,MISS: 173px blob unboxed,approve
cap_000377,217,-1.0000,MISS: 172px blob unboxed,approve
cap_000378,217,-1.0000,MISS: 178px blob unboxed,approve
cap_000379,217,-1.0000,MISS: 178px blob unboxed,approve
cap_000380,218,-1.0000,MISS: 181px blob unboxed,approve
cap_000381,218,-1.0000,MISS: 181px blob unboxed,approve
cap_000382,218,-1.0000,MISS: 175px blob unboxed,approve
cap_000383,219,-1.0000,MISS: 188px blob unboxed,approve
cap_000384,219,-1.0000,MISS: 189px blob unboxed,delete
cap_000385,219,-1.0000,MISS: 190px blob unboxed,delete
cap_000386,220,-1.0000,MISS: 193px blob unboxed,approve
cap_000387,221,-1.0000,MISS: 191px blob unboxed,approve
cap_000388,222,-1.0000,MISS: 180px blob unboxed,approve
cap_000389,222,-1.0000,MISS: 191px blob unboxed,delete
cap_000390,223,-1.0000,MISS: 183px blob unboxed,approve
cap_000391,224,-1.0000,MISS: 184px blob unboxed,approve
cap_000392,224,-1.0000,MISS: 183px blob unboxed,delete
cap_000393,225,-1.0000,MISS: 189px blob unboxed,approve
cap_000394,226,-1.0000,MISS: 180px blob unboxed,approve
cap_000395,227,-1.0000,MISS: 195px blob unboxed,approve
cap_000396,228,-1.0000,MISS: 192px blob unboxed,approve
cap_000397,229,-1.0000,MISS: 190px blob unboxed,approve
cap_000398,229,-1.0000,MISS: 199px blob unboxed,delete
cap_000399,229,-1.0000,MISS: 190px blob unboxed,delete
cap_000400,230,-1.0000,MISS: 189px blob unboxed,approve
cap_000401,230,-1.0000,MISS: 194px blob unboxed,delete
cap_000402,231,-1.0000,MISS: 192px blob unboxed,approve
cap_000403,232,-1.0000,MISS: 192px blob unboxed,approve
cap_000404,233,-1.0000,MISS: 189px blob unboxed,approve
cap_000405,234,-1.0000,MISS: 186px blob unboxed,approve
cap_000406,235,-1.0000,MISS: 186px blob unboxed,approve
cap_000407,236,-1.0000,MISS: 185px blob unboxed,approve
cap_000408,237,-1.0000,MISS: 183px blob unboxed,approve
cap_000409,238,-1.0000,MISS: 183px blob unboxed,approve
cap_000410,239,-1.0000,MISS: 184px blob unboxed,approve
cap_000411,240,-1.0000,MISS: 182px blob unboxed,approve
cap_000412,241,-1.0000,MISS: 182px blob unboxed,approve
cap_000413,242,-1.0000,MISS: 187px blob unboxed,approve
cap_000414,243,-1.0000,MISS: 184px blob unboxed,approve
cap_000415,244,-1.0000,MISS: 182px blob unboxed,approve
cap_000416,245,-1.0000,MISS: 182px blob unboxed,approve
cap_000417,246,-1.0000,MISS: 181px blob unboxed,approve
cap_000418,247,-1.0000,MISS: 177px blob unboxed,approve
cap_000419,247,-1.0000,MISS: 176px blob unboxed,approve
cap_000420,248,-1.0000,MISS: 176px blob unboxed,approve
cap_000421,248,-1.0000,MISS: 176px blob unboxed,approve
cap_000422,248,-1.0000,MISS: 176px blob unboxed,approve
cap_000423,249,-1.0000,MISS: 175px blob unboxed,approve
cap_000424,250,-1.0000,MISS: 176px blob unboxed,approve
cap_000425,251,-1.0000,MISS: 176px blob unboxed,approve
cap_000426,251,-1.0000,MISS: 175px blob unboxed,approve
cap_000427,252,-1.0000,MISS: 177px blob unboxed,approve
cap_000428,252,-1.0000,MISS: 178px blob unboxed,approve
cap_000429,253,-1.0000,MISS: 181px blob unboxed,approve
cap_000430,253,-1.0000,MISS: 178px blob unboxed,delete
cap_000431,254,-1.0000,MISS: 178px blob unboxed,approve
cap_000432,254,-1.0000,MISS: 182px blob unboxed,approve
cap_000433,255,-1.0000,MISS: 181px blob unboxed,approve
cap_000434,255,-1.0000,MISS: 181px blob unboxed,approve
cap_000435,255,-1.0000,MISS: 181px blob unboxed,approve
cap_000436,256,-1.0000,MISS: 178px blob unboxed,approve
cap_000437,256,-1.0000,MISS: 178px blob unboxed,approve
cap_000438,257,-1.0000,MISS: 179px blob unboxed,approve
cap_000439,258,-1.0000,MISS: 176px blob unboxed,approve
cap_000440,259,-1.0000,MISS: 176px blob unboxed,approve
cap_000441,260,-1.0000,MISS: 177px blob unboxed,approve
cap_000442,261,-1.0000,MISS: 180px blob unboxed,approve
cap_000443,262,-1.0000,MISS: 182px blob unboxed,approve
cap_000444,263,-1.0000,MISS: 179px blob unboxed,approve
cap_000445,264,-1.0000,MISS: 175px blob unboxed,approve
cap_000446,265,-1.0000,MISS: 176px blob unboxed,approve
cap_000447,266,-1.0000,MISS: 176px blob unboxed,approve
cap_000448,267,-1.0000,MISS: 176px blob unboxed,approve
cap_000449,267,-1.0000,MISS: 176px blob unboxed,approve
