file,cluster,n_person,n_omega,status
cap_000260,150,0,4,todo
cap_000261,151,0,4,todo
cap_000262,151,0,4,todo
cap_000263,152,0,4,todo
cap_000264,152,0,4,todo
cap_000265,153,0,4,todo
cap_000266,154,0,5,todo
cap_000267,155,0,4,todo
cap_000268,156,0,5,todo
cap_000269,157,0,5,todo
cap_000270,157,0,4,todo
cap_000271,158,0,4,todo
cap_000272,158,0,4,todo
cap_000273,159,0,5,todo
cap_000274,160,0,4,todo
cap_000275,160,0,4,todo
cap_000276,161,0,4,todo
cap_000277,161,0,4,todo
cap_000278,162,0,4,todo
cap_000279,163,0,4,todo
cap_000280,164,0,4,todo
cap_000281,165,0,4,todo
cap_000282,166,0,4,todo
cap_000283,167,0,4,todo
cap_000284,168,0,4,todo
cap_000285,168,0,4,todo
cap_000286,169,0,4,todo
cap_000287,170,0,4,todo
cap_000288,171,0,4,todo
cap_000289,171,0,4,todo
cap_000290,172,0,4,todo
cap_000291,172,0,4,todo
cap_000292,173,0,4,todo
cap_000293,173,0,4,todo
cap_000294,173,0,4,todo
cap_000295,174,0,4,todo
cap_000296,174,0,5,todo
cap_000297,175,0,4,todo
cap_000298,175,0,4,todo
cap_000299,176,0,5,todo
cap_000300,176,0,4,todo
cap_000301,177,0,4,todo
cap_000302,177,0,4,todo
cap_000303,177,0,4,todo
cap_000304,178,0,4,todo
cap_000305,178,0,4,todo
cap_000306,179,0,4,todo
cap_000307,179,0,4,todo
cap_000308,180,0,4,todo
cap_000309,180,0,4,todo
cap_000310,181,0,4,todo
cap_000311,181,0,5,todo
cap_000312,182,0,4,todo
cap_000313,183,0,4,todo
cap_000314,184,0,3,todo
cap_000315,185,0,4,todo
cap_000316,186,0,4,todo
cap_000317,186,0,4,todo
cap_000318,187,0,4,todo
cap_000319,187,0,5,todo
cap_000320,188,0,3,todo
cap_000321,189,0,4,todo
cap_000322,190,0,4,todo
cap_000323,190,0,4,todo
cap_000324,191,0,4,todo
cap_000325,192,0,4,todo
cap_000326,193,0,4,todo
cap_000327,194,0,4,todo
cap_000328,195,0,4,todo
cap_000329,196,0,4,todo
cap_000330,197,0,4,todo
cap_000331,198,0,4,todo
cap_000332,199,0,4,todo
cap_000333,200,0,4,todo
cap_000334,201,0,4,todo
cap_000335,202,0,4,todo
cap_000336,203,0,4,todo
cap_000337,204,0,4,todo
cap_000338,205,0,4,todo
cap_000339,205,0,5,todo
cap_000340,206,0,4,todo
cap_000341,206,0,4,todo
cap_000342,207,0,4,todo
cap_000343,207,0,4,todo
cap_000344,208,0,4,todo
cap_000345,209,0,5,todo
cap_000346,209,0,3,todo
cap_000347,210,0,4,todo
cap_000348,210,0,4,todo
cap_000349,210,0,4,todo
cap_000350,211,0,4,todo
cap_000351,211,0,3,todo
cap_000352,211,0,3,todo
cap_000353,212,0,3,todo
cap_000354,212,0,3,todo
cap_000355,212,0,3,todo
cap_000356,213,0,3,todo
cap_000357,213,0,3,todo
cap_000358,213,0,3,todo
cap_000359,213,0,3,todo
cap_000360,214,0,3,todo
cap_000361,214,0,3,todo
cap_000362,214,0,3,todo
cap_000363,214,0,3,todo
cap_000364,214,0,3,todo
cap_000365,215,0,3,todo
cap_000366,215,0,3,todo
cap_000367,215,0,3,todo
cap_000368,215,0,3,todo
cap_000369,215,0,3,todo
cap_000370,216,0,3,todo
cap_000371,216,0,3,todo
cap_000372,216,0,3,todo
cap_000373,216,0,3,todo
cap_000374,216,0,3,todo
cap_000375,217,0,3,todo
cap_000376,217,0,3,todo
cap_000377,217,0,3,todo
cap_000378,217,0,3,todo
cap_000379,217,0,3,todo
cap_000380,218,0,3,todo
cap_000381,218,0,3,todo
cap_000382,218,0,3,todo
cap_000383,219,0,3,todo
cap_000384,219,0,3,todo
cap_000385,219,0,2,todo
cap_000386,220,0,2,todo
cap_000387,221,0,3,todo
cap_000388,222,0,1,todo
cap_000389,222,0,3,todo
cap_000390,223,0,3,todo
cap_000391,224,0,2,todo
cap_000392,224,0,1,todo
cap_000393,225,0,3,todo
cap_000394,226,0,4,todo
cap_000395,227,0,3,todo
cap_000396,228,0,3,todo
cap_000397,229,0,3,todo
cap_000398,229,0,3,todo
cap_000399,229,0,2,todo
cap_000400,230,0,3,todo
cap_000401,230,0,3,todo
cap_000402,231,0,4,todo
cap_000403,232,0,3,todo
cap_000404,233,0,3,todo
cap_000405,234,0,3,todo
cap_000406,235,0,5,todo
cap_000407,236,0,4,todo
cap_000408,237,0,4,todo
cap_000409,238,0,5,todo
cap_000410,239,0,4,todo
cap_000411,240,0,3,todo
cap_000412,241,0,2,todo
cap_000413,242,0,4,todo
cap_000414,243,0,4,todo
cap_000415,244,0,5,todo
cap_000416,245,0,4,todo
cap_000417,246,0,4,todo
cap_000418,247,0,5,todo
cap_000419,247,0,4,todo
cap_000420,248,0,5,todo
cap_000421,248,0,5,todo
cap_000422,248,0,5,todo
cap_000423,249,0,4,todo
cap_000424,250,0,4,todo
cap_000425,251,0,5,todo
cap_000426,251,0,4,todo
cap_000427,252,0,4,todo
cap_000428,252,0,4,todo
cap_000429,253,0,5,todo
cap_000430,253,0,4,todo
cap_000431,254,0,4,todo
cap_000432,254,0,5,todo
cap_000433,255,0,3,todo
cap_000434,255,0,4,todo
cap_000435,255,0,4,todo
cap_000436,256,0,4,todo
cap_000437,256,0,5,todo
cap_000438,257,0,3,todo
cap_000439,258,0,5,todo
cap_000440,259,0,5,todo
cap_000441,260,0,6,todo
cap_000442,261,0,5,todo
cap_000443,262,0,5,todo
cap_000444,263,0,5,todo
cap_000445,264,0,5,todo
cap_000446,265,0,4,todo
cap_000447,266,0,5,todo
cap_000448,267,0,6,todo
cap_000449,267,0,6,todo
cap_000450,268,0,6,todo
cap_000451,268,0,6,todo
cap_000452,269,0,5,todo
cap_000453,269,0,5,todo
cap_000454,270,0,5,todo
cap_000455,270,0,5,todo
cap_000456,271,0,5,todo
cap_000457,272,0,4,todo
cap_000458,273,0,4,todo
cap_000459,274,0,5,todo
cap_000460,275,0,3,todo
cap_000461,276,0,3,todo
cap_000462,277,0,3,todo
cap_000463,278,0,5,todo
cap_000464,278,0,4,todo
cap_000465,279,0,3,todo
cap_000466,279,0,3,todo
cap_000467,280,0,4,todo
cap_000468,281,0,4,todo
cap_000469,282,0,4,todo
cap_000470,283,0,3,todo
cap_000471,284,0,3,todo
cap_000472,285,0,5,todo
cap_000473,286,0,5,todo
cap_000474,287,0,5,todo
cap_000475,288,0,5,todo
cap_000476,289,0,4,todo
cap_000477,290,0,4,todo
cap_000478,291,0,5,todo
cap_000479,292,0,5,todo
cap_000480,293,0,6,todo
cap_000481,294,0,5,todo
cap_000482,295,0,5,todo
cap_000483,296,0,5,todo
cap_000484,297,0,6,todo
cap_000485,298,0,5,todo
cap_000486,299,0,4,todo
cap_000487,300,0,6,todo
cap_000488,301,0,7,todo
cap_000489,301,0,4,todo
cap_000490,302,0,4,todo
cap_000491,303,0,6,todo
cap_000492,304,0,5,todo
cap_000493,305,0,5,todo
cap_000494,306,0,5,todo
cap_000495,307,0,5,todo
cap_000496,308,0,4,todo
cap_000497,309,0,5,todo
cap_000498,309,0,4,todo
cap_000499,310,0,5,todo
cap_000500,310,0,5,todo
cap_000501,311,0,4,todo
cap_000502,312,0,5,todo
cap_000503,313,0,4,todo
cap_000504,314,0,5,todo
cap_000505,315,0,5,todo
cap_000506,316,0,5,todo
cap_000507,317,0,5,todo
cap_000508,318,0,5,todo
cap_000509,319,0,5,todo
cap_000510,320,0,4,todo
cap_000511,321,0,4,todo
cap_000512,322,0,5,todo
cap_000513,323,0,6,todo
cap_000514,324,0,6,todo
cap_000515,324,0,5,todo
cap_000516,325,0,5,todo
cap_000517,326,0,5,todo
cap_000518,327,0,5,todo
cap_000519,328,0,6,todo
cap_000520,329,0,4,todo
cap_000521,329,0,5,todo
cap_000522,330,0,5,todo
cap_000523,330,0,5,todo
cap_000524,330,0,5,todo
cap_000525,331,0,3,todo
cap_000526,331,0,5,todo
cap_000527,332,0,5,todo
cap_000528,333,0,4,todo
cap_000529,333,0,4,todo
cap_000530,333,0,5,todo
cap_000531,334,0,5,todo
cap_000532,334,0,5,todo
cap_000533,334,0,5,todo
cap_000534,335,0,5,todo
cap_000535,335,0,5,todo
cap_000536,336,0,6,todo
cap_000537,336,0,6,todo
cap_000538,337,0,5,todo
cap_000539,338,0,5,todo
cap_000540,339,0,6,todo
cap_000541,340,0,5,todo
cap_000542,341,0,7,todo
cap_000543,342,0,4,todo
cap_000544,343,0,6,todo
cap_000545,344,0,6,todo
cap_000546,345,0,6,todo
cap_000547,346,0,5,todo
cap_000548,347,0,6,todo
cap_000549,348,0,6,todo
cap_000550,349,0,6,todo
cap_000551,350,0,6,todo
cap_000552,351,0,5,todo
cap_000553,352,0,6,todo
cap_000554,353,0,5,todo
cap_000555,354,0,4,todo
cap_000556,355,0,5,todo
cap_000557,356,0,7,todo
cap_000558,357,0,6,todo
cap_000559,358,0,5,todo
cap_000560,359,0,6,todo
cap_000561,360,0,8,todo
cap_000562,361,0,6,todo
cap_000563,362,0,5,todo
cap_000564,362,0,8,todo
cap_000565,363,0,6,todo
cap_000566,364,0,7,todo
cap_000567,365,0,5,todo
cap_000568,366,0,5,todo
cap_000569,367,0,6,todo
cap_000570,368,0,5,todo
cap_000571,369,0,6,todo
cap_000572,370,0,4,todo
cap_000573,371,0,5,todo
cap_000574,372,0,5,todo
cap_000575,373,0,5,todo
cap_000576,374,0,4,todo
cap_000577,375,0,4,todo
cap_000578,376,0,3,todo
cap_000579,377,0,3,todo
cap_000580,378,0,1,todo
cap_000581,379,0,7,todo
cap_000582,380,0,7,todo
cap_000583,381,0,6,todo
cap_000584,382,0,8,todo
cap_000585,383,0,5,todo
cap_000586,384,0,6,todo
cap_000587,385,0,4,todo
cap_000588,386,0,4,todo
cap_000589,387,0,4,todo
cap_000590,388,0,5,todo
cap_000591,389,0,3,todo
cap_000592,390,0,6,todo
cap_000593,391,0,3,todo
cap_000594,392,0,4,todo
cap_000595,393,0,5,todo
cap_000596,394,0,5,todo
cap_000597,395,0,5,todo
cap_000598,396,0,5,todo
cap_000599,397,0,5,todo
cap_000600,398,0,6,todo
cap_000601,399,0,5,todo
cap_000602,400,0,5,todo
cap_000603,401,0,5,todo
cap_000604,402,0,3,todo
cap_000605,403,0,4,todo
cap_000606,404,0,4,todo
cap_000607,405,0,5,todo
cap_000608,406,0,5,todo
cap_000609,407,0,4,todo
cap_000610,408,0,4,todo
cap_000611,409,0,4,todo
cap_000612,410,0,4,todo
cap_000613,411,0,3,todo
cap_000614,412,0,6,todo
cap_000615,413,0,3,todo
cap_000616,414,0,5,todo
cap_000617,415,0,3,todo
cap_000618,416,0,5,todo
cap_000619,417,0,4,todo
cap_000620,418,0,4,todo
cap_000621,419,0,5,todo
cap_000622,420,0,6,todo
cap_000623,421,0,4,todo
cap_000624,422,0,4,todo
cap_000625,423,0,4,todo
cap_000626,424,0,6,todo
cap_000627,425,0,5,todo
cap_000628,426,0,7,todo
cap_000629,427,0,7,todo
cap_000630,428,0,7,todo
cap_000631,429,0,4,todo
cap_000632,430,0,5,todo
cap_000633,431,0,3,todo
cap_000634,432,0,5,todo
cap_000635,433,0,4,todo
cap_000636,434,0,5,todo
cap_000637,435,0,4,todo
cap_000638,436,0,5,todo
cap_000639,436,0,4,todo
cap_000640,437,0,2,todo
cap_000641,438,0,5,todo
cap_000642,439,0,4,todo
cap_000643,440,0,7,todo
cap_000644,441,0,7,todo
cap_000645,442,0,6,todo
cap_000646,443,0,5,todo
cap_000647,444,0,5,todo
cap_000648,445,0,5,todo
cap_000649,446,0,5,todo
cap_000650,447,0,3,todo
cap_000651,448,0,3,todo
cap_000652,449,0,4,todo
cap_000653,450,0,4,todo
cap_000654,451,0,4,todo
cap_000655,452,0,4,todo
cap_000656,452,0,5,todo
cap_000657,453,0,3,todo
cap_000658,453,0,4,todo
cap_000659,454,0,4,todo
cap_000660,455,0,5,todo
cap_000661,456,0,5,todo
cap_000662,457,0,4,todo
cap_000663,458,0,4,todo
cap_000664,459,0,4,todo
cap_000665,460,0,5,todo
cap_000666,461,0,4,todo
cap_000667,462,0,4,todo
cap_000668,463,0,5,todo
cap_000669,464,0,4,todo
cap_000670,465,0,4,todo
cap_000671,466,0,5,todo
cap_000672,466,0,5,todo
cap_000673,467,0,5,todo
cap_000674,468,0,6,todo
cap_000675,469,0,5,todo
cap_000676,470,0,4,todo
cap_000677,470,0,5,todo
cap_000678,470,0,5,todo
cap_000679,471,0,5,todo
cap_000680,471,0,5,todo
cap_000681,472,0,6,todo
cap_000682,472,0,6,todo
cap_000683,472,0,5,todo
cap_000684,472,0,5,todo
cap_000685,472,0,4,todo
cap_000686,473,0,4,todo
cap_000687,473,0,4,todo
cap_000688,474,0,5,todo
cap_000689,474,0,5,todo
cap_000690,475,0,4,todo
cap_000691,475,0,2,todo
cap_000692,475,0,2,todo
cap_000693,476,0,1,todo
cap_000694,476,0,3,todo
cap_000695,476,0,2,todo
cap_000696,476,0,2,todo
cap_000697,477,0,3,todo
cap_000698,477,0,3,todo
cap_000699,477,0,3,todo
cap_000700,477,0,4,todo
cap_000701,478,0,5,todo
cap_000702,478,0,5,todo
cap_000703,479,0,5,todo
cap_000704,479,0,4,todo
cap_000705,480,0,5,todo
cap_000706,480,0,4,todo
cap_000707,480,0,3,todo
cap_000708,481,0,4,todo
cap_000709,482,0,4,todo
cap_000710,483,0,4,todo
cap_000711,484,0,3,todo
cap_000712,485,0,4,todo
cap_000713,486,0,5,todo
cap_000714,487,0,6,todo
cap_000715,488,0,3,todo
cap_000716,489,0,6,todo
cap_000717,490,0,6,todo
cap_000718,491,0,6,todo
cap_000719,492,0,4,todo
cap_000720,493,0,5,todo
cap_000721,494,0,3,todo
cap_000722,495,0,4,todo
cap_000723,496,0,4,todo
cap_000724,497,0,4,todo
cap_000725,498,0,4,todo
cap_000726,499,0,4,todo
cap_000727,500,0,5,todo
cap_000728,501,0,4,todo
cap_000729,502,0,4,todo
cap_000730,503,0,4,todo
cap_000731,504,0,4,todo
cap_000732,504,0,5,todo
cap_000733,504,0,5,todo
cap_000734,505,0,5,todo
cap_000735,505,0,5,todo
cap_000736,505,0,6,todo
cap_000737,506,0,6,todo
cap_000738,506,0,4,todo
cap_000739,506,0,5,todo
cap_000740,506,0,6,todo
cap_000741,506,0,5,todo
cap_000742,507,0,3,todo
cap_000743,507,0,3,todo
cap_000744,508,0,3,todo
cap_000745,509,0,4,todo
cap_000746,510,0,4,todo
cap_000747,511,0,5,todo
cap_000748,512,0,4,todo
cap_000749,513,0,4,todo
cap_000750,514,0,3,todo
cap_000751,515,0,4,todo
cap_000752,516,0,4,todo
cap_000753,517,0,4,todo
cap_000754,518,0,4,todo
cap_000755,519,0,4,todo
cap_000756,520,0,3,todo
cap_000757,521,0,5,todo
cap_000758,522,0,5,todo
cap_000759,523,0,5,todo
cap_000760,524,0,5,todo
cap_000761,525,0,5,todo
cap_000762,526,0,4,todo
cap_000763,527,0,5,todo
cap_000764,528,0,5,todo
cap_000765,529,0,4,todo
cap_000766,530,0,5,todo
cap_000767,531,0,5,todo
cap_000768,531,0,5,todo
cap_000769,532,0,5,todo
cap_000770,532,0,5,todo
cap_000771,533,0,4,todo
cap_000772,533,0,4,todo
cap_000773,534,0,5,todo
cap_000774,534,0,5,todo
cap_000775,535,0,5,todo
cap_000776,535,0,5,todo
cap_000777,536,0,5,todo
cap_000778,536,0,5,todo
cap_000779,536,0,5,todo
cap_000780,537,0,3,todo
cap_000781,537,0,4,todo
cap_000782,538,0,4,todo
cap_000783,538,0,5,todo
cap_000784,538,0,5,todo
cap_000785,539,0,4,todo
cap_000786,539,0,4,todo
cap_000787,540,0,3,todo
cap_000788,540,0,3,todo
cap_000789,541,0,3,todo
cap_000790,542,0,3,todo
cap_000791,542,0,2,todo
cap_000792,543,0,3,todo
cap_000793,543,0,3,todo
cap_000794,544,0,3,todo
cap_000795,544,0,3,todo
cap_000796,544,0,3,todo
cap_000797,545,0,4,todo
cap_000798,545,0,4,todo
cap_000799,545,0,4,todo
cap_000800,545,0,4,todo
cap_000801,545,0,4,todo
cap_000802,546,0,5,todo
cap_000803,546,0,4,todo
cap_000804,546,0,4,todo
cap_000805,546,0,5,todo
cap_000806,546,0,4,todo
cap_000807,547,0,5,todo
cap_000808,547,0,5,todo
cap_000809,547,0,5,todo
cap_000810,548,0,5,todo
cap_000811,548,0,5,todo
cap_000812,549,0,6,todo
cap_000813,550,0,5,todo
cap_000814,550,0,6,todo
cap_000815,551,0,4,todo
cap_000816,552,0,6,todo
cap_000817,553,0,5,todo
cap_000818,554,0,4,todo
cap_000819,555,0,5,todo
cap_000820,555,0,6,todo
cap_000821,556,0,3,todo
cap_000822,556,0,5,todo
cap_000823,556,0,5,todo
cap_000824,557,0,5,todo
cap_000825,557,0,5,todo
cap_000826,558,0,4,todo
cap_000827,558,0,5,todo
cap_000828,559,0,5,todo
cap_000829,560,0,4,todo
cap_000830,561,0,4,todo
cap_000831,562,0,5,todo
cap_000832,563,0,5,todo
cap_000833,564,0,4,todo
cap_000834,565,0,5,todo
cap_000835,566,0,5,todo
cap_000836,566,0,4,todo
cap_000837,567,0,5,todo
cap_000838,567,0,4,todo
cap_000839,568,0,5,todo
cap_000840,569,0,4,todo
cap_000841,570,0,4,todo
cap_000842,571,0,5,todo
cap_000843,572,0,3,todo
cap_000844,573,0,5,todo
cap_000845,574,0,4,todo
cap_000846,575,0,5,todo
cap_000847,576,0,3,todo
cap_000848,577,0,5,todo
cap_000849,578,0,4,todo
cap_000850,579,0,4,todo
cap_000851,580,0,4,todo
cap_000852,581,0,3,todo
cap_000853,582,0,4,todo
cap_000854,583,0,4,todo
cap_000855,584,0,4,todo
cap_000856,585,0,2,todo
cap_000857,586,0,2,todo
cap_000858,587,0,3,todo
cap_000859,588,0,3,todo
cap_000860,589,0,4,todo
cap_000861,590,0,5,todo
cap_000862,591,0,4,todo
cap_000863,592,0,4,todo
cap_000864,592,0,5,todo
cap_000865,593,0,5,todo
cap_000866,593,0,5,todo
cap_000867,594,0,5,todo
cap_000868,595,0,6,todo
cap_000869,596,0,4,todo
cap_000870,597,0,3,todo
cap_000871,598,0,4,todo
cap_000872,599,0,2,todo
cap_000873,600,0,3,todo
cap_000874,601,0,2,todo
cap_000875,602,0,2,todo
cap_000876,603,0,2,todo
cap_000877,604,0,2,todo
cap_000878,604,0,3,todo
cap_000879,605,0,2,todo
cap_000880,606,0,2,todo
cap_000881,607,0,2,todo
cap_000882,608,0,2,todo
cap_000883,609,0,2,todo
cap_000884,610,0,3,todo
cap_000885,611,0,3,todo
cap_000886,611,0,3,todo
cap_000887,612,0,2,todo
cap_000888,613,0,2,todo
cap_000889,613,0,3,todo
cap_000890,614,0,2,todo
cap_000891,614,0,3,todo
cap_000892,615,0,3,todo
cap_000893,615,0,3,todo
cap_000894,615,0,3,todo
cap_000895,616,0,3,todo
cap_000896,617,0,3,todo
cap_000897,617,0,2,todo
cap_000898,617,0,3,todo
cap_000899,618,0,3,todo
cap_000900,618,0,3,todo
cap_000901,618,0,3,todo
cap_000902,619,0,2,todo
cap_000903,619,0,2,todo
cap_000904,619,0,2,todo
cap_000905,620,0,2,todo
cap_000906,620,0,2,todo
cap_000907,621,0,2,todo
cap_000908,622,0,2,todo
cap_000909,622,0,2,todo
cap_000910,623,0,2,todo
cap_000911,623,0,3,todo
cap_000912,623,0,3,todo
cap_000913,624,0,3,todo
cap_000914,625,0,4,todo
cap_000915,625,0,4,todo
cap_000916,626,0,3,todo
cap_000917,626,0,3,todo
cap_000918,626,0,2,todo
cap_000919,626,0,4,todo
cap_000920,627,0,2,todo
cap_000921,628,0,3,todo
cap_000922,628,0,2,todo
cap_000923,628,0,5,todo
cap_000924,629,0,2,todo
cap_000925,629,0,2,todo
cap_000926,630,0,2,todo
cap_000927,630,0,2,todo
cap_000928,631,0,2,todo
cap_000929,631,0,2,todo
cap_000930,631,0,2,todo
