file,cluster,score,why,decision
cap_000124,46,-1.0000,MISS: 171px blob unboxed,approve
cap_000125,47,-1.0000,MISS: 171px blob unboxed,approve
cap_000126,48,-1.0000,MISS: 171px blob unboxed,approve
cap_000127,49,-1.0000,MISS: 172px blob unboxed,approve
cap_000128,50,-1.0000,MISS: 172px blob unboxed,approve
cap_000129,51,-1.0000,MISS: 171px blob unboxed,approve
cap_000131,52,-1.0000,MISS: 171px blob unboxed,approve
cap_000132,53,-1.0000,MISS: 178px blob unboxed,approve
cap_000133,54,-1.0000,MISS: 171px blob unboxed,approve
cap_000134,55,-1.0000,MISS: 180px blob unboxed,approve
cap_000136,56,-1.0000,MISS: 180px blob unboxed,approve
cap_000138,57,-1.0000,MISS: 175px blob unboxed,approve
cap_000139,58,-1.0000,MISS: 175px blob unboxed,approve
cap_000140,59,-1.0000,MISS: 170px blob unboxed,approve
cap_000141,60,-1.0000,MISS: 165px blob unboxed,approve
cap_000142,61,-1.0000,MISS: 159px blob unboxed,approve
cap_000143,62,-1.0000,MISS: 163px blob unboxed,approve
cap_000145,63,-1.0000,MISS: 161px blob unboxed,approve
cap_000146,64,-1.0000,MISS: 160px blob unboxed,approve
cap_000147,65,-1.0000,MISS: 163px blob unboxed,approve
cap_000148,66,-1.0000,MISS: 164px blob unboxed,approve
cap_000149,67,-1.0000,MISS: 163px blob unboxed,approve
cap_000150,68,-1.0000,MISS: 165px blob unboxed,approve
cap_000151,69,-1.0000,MISS: 166px blob unboxed,approve
cap_000152,70,-1.0000,MISS: 164px blob unboxed,approve
cap_000153,71,-1.0000,MISS: 163px blob unboxed,approve
cap_000155,72,-1.0000,MISS: 162px blob unboxed,approve
cap_000157,73,-1.0000,MISS: 156px blob unboxed,approve
cap_000159,74,-1.0000,MISS: 174px blob unboxed,approve
cap_000161,75,-1.0000,MISS: 171px blob unboxed,approve
cap_000163,76,-1.0000,MISS: 172px blob unboxed,approve
cap_000165,77,-1.0000,MISS: 168px blob unboxed,approve
cap_000167,78,-1.0000,MISS: 161px blob unboxed,approve
cap_000168,79,-1.0000,MISS: 171px blob unboxed,approve
cap_000169,80,-1.0000,MISS: 164px blob unboxed,approve
cap_000170,81,-1.0000,MISS: 175px blob unboxed,approve
cap_000171,82,-1.0000,MISS: 174px blob unboxed,approve
cap_000172,83,-1.0000,MISS: 174px blob unboxed,approve
cap_000173,84,-1.0000,MISS: 171px blob unboxed,approve
cap_000175,85,-1.0000,MISS: 175px blob unboxed,approve
cap_000178,86,-1.0000,MISS: 174px blob unboxed,approve
cap_000180,87,-1.0000,MISS: 174px blob unboxed,approve
cap_000181,88,-1.0000,MISS: 172px blob unboxed,approve
cap_000183,89,-1.0000,MISS: 173px blob unboxed,approve
cap_000184,90,-1.0000,MISS: 173px blob unboxed,approve
cap_000187,91,-1.0000,MISS: 170px blob unboxed,approve
cap_000189,92,-1.0000,MISS: 166px blob unboxed,approve
cap_000191,93,-1.0000,MISS: 164px blob unboxed,approve
cap_000193,94,-1.0000,MISS: 173px blob unboxed,approve
cap_000195,95,-1.0000,MISS: 174px blob unboxed,approve
cap_000197,96,-1.0000,MISS: 176px blob unboxed,approve
cap_000199,97,-1.0000,MISS: 174px blob unboxed,approve
cap_000200,98,-1.0000,MISS: 174px blob unboxed,approve
cap_000201,99,-1.0000,MISS: 171px blob unboxed,approve
cap_000202,100,-1.0000,MISS: 168px blob unboxed,approve
cap_000203,101,-1.0000,MISS: 168px blob unboxed,approve
cap_000204,102,-1.0000,MISS: 166px blob unboxed,approve
cap_000206,103,-1.0000,MISS: 167px blob unboxed,approve
cap_000208,104,-1.0000,MISS: 167px blob unboxed,approve
cap_000209,105,-1.0000,MISS: 167px blob unboxed,approve
cap_000210,106,-1.0000,MISS: 163px blob unboxed,approve
cap_000211,107,-1.0000,MISS: 164px blob unboxed,approve
cap_000213,108,-1.0000,MISS: 166px blob unboxed,approve
cap_000214,109,-1.0000,MISS: 162px blob unboxed,approve
cap_000215,110,-1.0000,MISS: 162px blob unboxed,approve
cap_000216,111,-1.0000,MISS: 167px blob unboxed,approve
cap_000217,112,-1.0000,MISS: 169px blob unboxed,approve
cap_000218,113,-1.0000,MISS: 170px blob unboxed,approve
cap_000219,114,-1.0000,MISS: 176px blob unboxed,approve
cap_000220,115,-1.0000,MISS: 172px blob unboxed,approve
cap_000221,116,-1.0000,MISS: 178px blob unboxed,approve
cap_000222,117,-1.0000,MISS: 173px blob unboxed,approve
cap_000223,118,-1.0000,MISS: 170px blob unboxed,approve
cap_000224,119,-1.0000,MISS: 167px blob unboxed,approve
cap_000225,120,-1.0000,MISS: 175px blob unboxed,approve
cap_000226,121,-1.0000,MISS: 166px blob unboxed,approve
cap_000227,122,-1.0000,MISS: 165px blob unboxed,approve
cap_000228,123,-1.0000,MISS: 168px blob unboxed,approve
cap_000229,124,-1.0000,MISS: 170px blob unboxed,approve
cap_000231,125,-1.0000,MISS: 164px blob unboxed,approve
cap_000236,126,-1.0000,MISS: 170px blob unboxed,approve
cap_000238,127,-1.0000,MISS: 176px blob unboxed,approve
cap_000240,128,-1.0000,MISS: 163px blob unboxed,approve
cap_000241,129,-1.0000,MISS: 166px blob unboxed,approve
cap_000242,130,-1.0000,MISS: 167px blob unboxed,approve
cap_000243,131,-1.0000,MISS: 166px blob unboxed,approve
cap_000244,132,-1.0000,MISS: 174px blob unboxed,approve
cap_000245,133,-1.0000,MISS: 170px blob unboxed,approve
cap_000246,134,-1.0000,MISS: 166px blob unboxed,approve
cap_000247,135,-1.0000,MISS: 169px blob unboxed,approve
cap_000249,136,-1.0000,MISS: 169px blob unboxed,approve
cap_000250,137,-1.0000,MISS: 170px blob unboxed,approve
cap_000251,138,-1.0000,MISS: 172px blob unboxed,approve
cap_000252,139,-1.0000,MISS: 169px blob unboxed,approve
cap_000253,140,-1.0000,MISS: 169px blob unboxed,approve
cap_000254,141,-1.0000,MISS: 166px blob unboxed,approve
cap_000255,142,-1.0000,MISS: 168px blob unboxed,approve
cap_000256,143,-1.0000,MISS: 170px blob unboxed,approve
cap_000257,144,-1.0000,MISS: 168px blob unboxed,approve
cap_000259,145,-1.0000,MISS: 167px blob unboxed,approve
cap_000260,146,-1.0000,MISS: 171px blob unboxed,approve
cap_000261,147,-1.0000,MISS: 175px blob unboxed,approve
cap_000263,148,-1.0000,MISS: 167px blob unboxed,approve
cap_000265,149,-1.0000,MISS: 159px blob unboxed,approve
cap_000266,150,-1.0000,MISS: 170px blob unboxed,approve
cap_000267,151,-1.0000,MISS: 174px blob unboxed,approve
cap_000268,152,-1.0000,MISS: 173px blob unboxed,approve
cap_000269,153,-1.0000,MISS: 173px blob unboxed,approve
cap_000271,154,-1.0000,MISS: 176px blob unboxed,approve
cap_000273,155,-1.0000,MISS: 177px blob unboxed,approve
cap_000274,156,-1.0000,MISS: 177px blob unboxed,approve
cap_000276,157,-1.0000,MISS: 179px blob unboxed,approve
cap_000278,158,-1.0000,MISS: 180px blob unboxed,approve
cap_000279,159,-1.0000,MISS: 180px blob unboxed,approve
cap_000280,160,-1.0000,MISS: 179px blob unboxed,approve
cap_000281,161,-1.0000,MISS: 176px blob unboxed,approve
cap_000282,162,-1.0000,MISS: 173px blob unboxed,approve
cap_000283,163,-1.0000,MISS: 175px blob unboxed,approve
cap_000284,164,-1.0000,MISS: 171px blob unboxed,approve
cap_000286,165,-1.0000,MISS: 169px blob unboxed,approve
cap_000287,166,-1.0000,MISS: 169px blob unboxed,approve
cap_000288,167,-1.0000,MISS: 168px blob unboxed,approve
cap_000290,168,-1.0000,MISS: 172px blob unboxed,approve
cap_000292,169,-1.0000,MISS: 169px blob unboxed,approve
cap_000295,170,-1.0000,MISS: 173px blob unboxed,approve
cap_000297,171,-1.0000,MISS: 177px blob unboxed,approve
cap_000299,172,-1.0000,MISS: 175px blob unboxed,approve
cap_000301,173,-1.0000,MISS: 172px blob unboxed,approve
cap_000304,174,-1.0000,MISS: 170px blob unboxed,approve
cap_000306,175,-1.0000,MISS: 171px blob unboxed,approve
cap_000308,176,-1.0000,MISS: 169px blob unboxed,approve
cap_000310,177,-1.0000,MISS: 170px blob unboxed,approve
cap_000312,178,-1.0000,MISS: 179px blob unboxed,approve
cap_000313,179,-1.0000,MISS: 179px blob unboxed,approve
cap_000314,180,-1.0000,MISS: 177px blob unboxed,approve
cap_000315,181,-1.0000,MISS: 176px blob unboxed,approve
cap_000316,182,-1.0000,MISS: 175px blob unboxed,approve
cap_000318,183,-1.0000,MISS: 170px blob unboxed,approve
cap_000320,184,-1.0000,MISS: 172px blob unboxed,approve
cap_000321,185,-1.0000,MISS: 172px blob unboxed,approve
cap_000322,186,-1.0000,MISS: 171px blob unboxed,approve
cap_000324,187,-1.0000,MISS: 170px blob unboxed,approve
cap_000325,188,-1.0000,MISS: 170px blob unboxed,approve
cap_000326,189,-1.0000,MISS: 169px blob unboxed,approve
cap_000327,190,-1.0000,MISS: 169px blob unboxed,approve
cap_000328,191,-1.0000,MISS: 180px blob unboxed,approve
cap_000329,192,-1.0000,MISS: 169px blob unboxed,approve
cap_000330,193,-1.0000,MISS: 174px blob unboxed,approve
cap_000331,194,-1.0000,MISS: 173px blob unboxed,approve
cap_000332,195,-1.0000,MISS: 172px blob unboxed,approve
cap_000333,196,-1.0000,MISS: 174px blob unboxed,approve
cap_000334,197,-1.0000,MISS: 177px blob unboxed,approve
cap_000335,198,-1.0000,MISS: 170px blob unboxed,approve
cap_000336,199,-1.0000,MISS: 172px blob unboxed,approve
cap_000337,200,-1.0000,MISS: 174px blob unboxed,approve
cap_000338,201,-1.0000,MISS: 171px blob unboxed,approve
cap_000340,202,-1.0000,MISS: 177px blob unboxed,approve
cap_000342,203,-1.0000,MISS: 178px blob unboxed,approve
cap_000344,204,-1.0000,MISS: 175px blob unboxed,approve
cap_000345,205,-1.0000,MISS: 174px blob unboxed,approve
cap_000347,206,-1.0000,MISS: 180px blob unboxed,approve
cap_000350,207,-1.0000,MISS: 181px blob unboxed,approve
cap_000353,208,-1.0000,MISS: 177px blob unboxed,approve
cap_000356,209,-1.0000,MISS: 169px blob unboxed,approve
cap_000360,210,-1.0000,MISS: 168px blob unboxed,approve
cap_000369,211,-1.0000,MISS: 179px blob unboxed,approve
cap_000376,212,-1.0000,MISS: 173px blob unboxed,approve
cap_000383,213,-1.0000,MISS: 188px blob unboxed,approve
cap_000386,214,-1.0000,MISS: 193px blob unboxed,approve
cap_000387,215,-1.0000,MISS: 191px blob unboxed,approve
cap_000388,216,-1.0000,MISS: 180px blob unboxed,approve
cap_000390,217,-1.0000,MISS: 183px blob unboxed,approve
cap_000391,218,-1.0000,MISS: 184px blob unboxed,approve
cap_000393,219,-1.0000,MISS: 189px blob unboxed,approve
cap_000394,220,-1.0000,MISS: 180px blob unboxed,approve
cap_000395,221,-1.0000,MISS: 195px blob unboxed,approve
cap_000396,222,-1.0000,MISS: 192px blob unboxed,approve
cap_000397,223,-1.0000,MISS: 190px blob unboxed,approve
cap_000400,224,-1.0000,MISS: 189px blob unboxed,approve
cap_000402,225,-1.0000,MISS: 192px blob unboxed,approve
cap_000403,226,-1.0000,MISS: 192px blob unboxed,approve
cap_000404,227,-1.0000,MISS: 189px blob unboxed,approve
cap_000405,228,-1.0000,MISS: 186px blob unboxed,approve
cap_000406,229,-1.0000,MISS: 186px blob unboxed,approve
cap_000407,230,-1.0000,MISS: 185px blob unboxed,approve
cap_000408,231,-1.0000,MISS: 183px blob unboxed,approve
cap_000409,232,-1.0000,MISS: 183px blob unboxed,approve
cap_000410,233,-1.0000,MISS: 184px blob unboxed,approve
cap_000411,234,-1.0000,MISS: 182px blob unboxed,approve
cap_000412,235,-1.0000,MISS: 182px blob unboxed,approve
cap_000413,236,-1.0000,MISS: 187px blob unboxed,approve
cap_000414,237,-1.0000,MISS: 184px blob unboxed,approve
cap_000415,238,-1.0000,MISS: 182px blob unboxed,approve
cap_000416,239,-1.0000,MISS: 182px blob unboxed,approve
cap_000417,240,-1.0000,MISS: 181px blob unboxed,approve
cap_000418,241,-1.0000,MISS: 177px blob unboxed,approve
cap_000420,242,-1.0000,MISS: 176px blob unboxed,approve
cap_000423,243,-1.0000,MISS: 175px blob unboxed,approve
cap_000424,244,-1.0000,MISS: 176px blob unboxed,approve
cap_000425,245,-1.0000,MISS: 176px blob unboxed,approve
cap_000427,246,-1.0000,MISS: 177px blob unboxed,approve
cap_000429,247,-1.0000,MISS: 181px blob unboxed,approve
cap_000431,248,-1.0000,MISS: 178px blob unboxed,approve
cap_000433,249,-1.0000,MISS: 181px blob unboxed,approve
cap_000436,250,-1.0000,MISS: 178px blob unboxed,approve
cap_000438,251,-1.0000,MISS: 179px blob unboxed,approve
cap_000439,252,-1.0000,MISS: 176px blob unboxed,approve
cap_000440,253,-1.0000,MISS: 176px blob unboxed,approve
cap_000441,254,-1.0000,MISS: 177px blob unboxed,approve
cap_000442,255,-1.0000,MISS: 180px blob unboxed,approve
cap_000443,256,-1.0000,MISS: 182px blob unboxed,approve
cap_000444,257,-1.0000,MISS: 179px blob unboxed,approve
cap_000445,258,-1.0000,MISS: 175px blob unboxed,approve
cap_000446,259,-1.0000,MISS: 176px blob unboxed,approve
cap_000447,260,-1.0000,MISS: 176px blob unboxed,approve
cap_000448,261,-1.0000,MISS: 176px blob unboxed,approve
cap_000450,262,-1.0000,MISS: 177px blob unboxed,approve
cap_000452,263,-1.0000,MISS: 176px blob unboxed,approve
cap_000454,264,-1.0000,MISS: 176px blob unboxed,approve
cap_000456,265,-1.0000,MISS: 176px blob unboxed,approve
cap_000457,266,-1.0000,MISS: 177px blob unboxed,approve
cap_000458,267,-1.0000,MISS: 171px blob unboxed,approve
cap_000459,268,-1.0000,MISS: 176px blob unboxed,approve
cap_000460,269,-1.0000,MISS: 168px blob unboxed,approve
cap_000461,270,-1.0000,MISS: 167px blob unboxed,approve
cap_000462,271,-1.0000,MISS: 169px blob unboxed,approve
cap_000463,272,-1.0000,MISS: 172px blob unboxed,approve
cap_000465,273,-1.0000,MISS: 173px blob unboxed,approve
cap_000467,274,-1.0000,MISS: 184px blob unboxed,approve
cap_000468,275,-1.0000,MISS: 183px blob unboxed,approve
cap_000469,276,-1.0000,MISS: 179px blob unboxed,approve
cap_000470,277,-1.0000,MISS: 182px blob unboxed,approve
cap_000471,278,-1.0000,MISS: 180px blob unboxed,approve
cap_000472,279,-1.0000,MISS: 179px blob unboxed,approve
cap_000473,280,-1.0000,MISS: 178px blob unboxed,approve
cap_000474,281,-1.0000,MISS: 184px blob unboxed,approve
cap_000475,282,-1.0000,MISS: 183px blob unboxed,approve
cap_000476,283,-1.0000,MISS: 179px blob unboxed,approve
cap_000477,284,-1.0000,MISS: 183px blob unboxed,approve
cap_000478,285,-1.0000,MISS: 180px blob unboxed,approve
cap_000479,286,-1.0000,MISS: 179px blob unboxed,approve
cap_000480,287,-1.0000,MISS: 172px blob unboxed,approve
cap_000481,288,-1.0000,MISS: 172px blob unboxed,approve
cap_000482,289,-1.0000,MISS: 172px blob unboxed,approve
cap_000483,290,-1.0000,MISS: 173px blob unboxed,approve
cap_000484,291,-1.0000,MISS: 179px blob unboxed,approve
cap_000485,292,-1.0000,MISS: 179px blob unboxed,approve
cap_000486,293,-1.0000,MISS: 165px blob unboxed,approve
cap_000487,294,-1.0000,MISS: 173px blob unboxed,approve
cap_000488,295,-1.0000,MISS: 180px blob unboxed,approve
cap_000490,296,-1.0000,MISS: 181px blob unboxed,approve
cap_000491,297,-1.0000,MISS: 180px blob unboxed,approve
cap_000492,298,-1.0000,MISS: 171px blob unboxed,approve
cap_000493,299,-1.0000,MISS: 168px blob unboxed,approve
cap_000494,300,-1.0000,MISS: 167px blob unboxed,approve
cap_000495,301,-1.0000,MISS: 176px blob unboxed,approve
cap_000496,302,-1.0000,MISS: 174px blob unboxed,approve
cap_000497,303,-1.0000,MISS: 174px blob unboxed,approve
cap_000499,304,-1.0000,MISS: 174px blob unboxed,approve
cap_000501,305,-1.0000,MISS: 172px blob unboxed,approve
cap_000502,306,-1.0000,MISS: 174px blob unboxed,approve
cap_000503,307,-1.0000,MISS: 176px blob unboxed,approve
cap_000504,308,-1.0000,MISS: 173px blob unboxed,approve
cap_000505,309,-1.0000,MISS: 178px blob unboxed,approve
cap_000506,310,-1.0000,MISS: 177px blob unboxed,approve
cap_000507,311,-1.0000,MISS: 173px blob unboxed,approve
cap_000508,312,-1.0000,MISS: 171px blob unboxed,approve
cap_000509,313,-1.0000,MISS: 174px blob unboxed,approve
cap_000510,314,-1.0000,MISS: 177px blob unboxed,approve
cap_000511,315,-1.0000,MISS: 172px blob unboxed,approve
cap_000512,316,-1.0000,MISS: 173px blob unboxed,approve
cap_000513,317,-1.0000,MISS: 173px blob unboxed,approve
cap_000514,318,-1.0000,MISS: 175px blob unboxed,approve
cap_000516,319,-1.0000,MISS: 173px blob unboxed,approve
cap_000517,320,-1.0000,MISS: 174px blob unboxed,approve
cap_000518,321,-1.0000,MISS: 178px blob unboxed,approve
cap_000519,322,-1.0000,MISS: 182px blob unboxed,approve
cap_000520,323,-1.0000,MISS: 170px blob unboxed,approve
cap_000522,324,-1.0000,MISS: 177px blob unboxed,approve
cap_000525,325,-1.0000,MISS: 181px blob unboxed,approve
cap_000527,326,-1.0000,MISS: 184px blob unboxed,approve
cap_000528,327,-1.0000,MISS: 182px blob unboxed,approve
cap_000531,328,-1.0000,MISS: 188px blob unboxed,approve
cap_000534,329,-1.0000,MISS: 187px blob unboxed,approve
cap_000536,330,-1.0000,MISS: 185px blob unboxed,approve
cap_000538,331,-1.0000,MISS: 178px blob unboxed,approve
cap_000539,332,-1.0000,MISS: 180px blob unboxed,approve
cap_000540,333,-1.0000,MISS: 180px blob unboxed,approve
cap_000541,334,-1.0000,MISS: 179px blob unboxed,approve
cap_000542,335,-1.0000,MISS: 176px blob unboxed,approve
cap_000543,336,-1.0000,MISS: 178px blob unboxed,approve
cap_000544,337,-1.0000,MISS: 175px blob unboxed,approve
cap_000545,338,-1.0000,MISS: 172px blob unboxed,approve
cap_000546,339,-1.0000,MISS: 171px blob unboxed,approve
cap_000547,340,-1.0000,MISS: 176px blob unboxed,approve
cap_000548,341,-1.0000,MISS: 173px blob unboxed,approve
cap_000549,342,-1.0000,MISS: 172px blob unboxed,approve
cap_000550,343,-1.0000,MISS: 171px blob unboxed,approve
cap_000551,344,-1.0000,MISS: 180px blob unboxed,approve
cap_000552,345,-1.0000,MISS: 177px blob unboxed,approve
cap_000553,346,-1.0000,MISS: 177px blob unboxed,approve
cap_000554,347,-1.0000,MISS: 174px blob unboxed,approve
cap_000555,348,-1.0000,MISS: 176px blob unboxed,approve
cap_000556,349,-1.0000,MISS: 171px blob unboxed,approve
cap_000557,350,-1.0000,MISS: 173px blob unboxed,approve
cap_000558,351,-1.0000,MISS: 174px blob unboxed,approve
cap_000559,352,-1.0000,MISS: 177px blob unboxed,approve
cap_000560,353,-1.0000,MISS: 176px blob unboxed,approve
cap_000561,354,-1.0000,MISS: 172px blob unboxed,approve
cap_000562,355,-1.0000,MISS: 171px blob unboxed,approve
cap_000563,356,-1.0000,MISS: 173px blob unboxed,approve
cap_000565,357,-1.0000,MISS: 173px blob unboxed,approve
cap_000566,358,-1.0000,MISS: 174px blob unboxed,approve
cap_000567,359,-1.0000,MISS: 174px blob unboxed,approve
cap_000568,360,-1.0000,MISS: 175px blob unboxed,approve
cap_000569,361,-1.0000,MISS: 176px blob unboxed,approve
cap_000570,362,-1.0000,MISS: 176px blob unboxed,approve
cap_000571,363,-1.0000,MISS: 174px blob unboxed,approve
cap_000572,364,-1.0000,MISS: 173px blob unboxed,approve
cap_000573,365,-1.0000,MISS: 172px blob unboxed,approve
cap_000574,366,-1.0000,MISS: 173px blob unboxed,approve
cap_000575,367,-1.0000,MISS: 174px blob unboxed,approve
cap_000576,368,-1.0000,MISS: 178px blob unboxed,approve
cap_000577,369,-1.0000,MISS: 179px blob unboxed,approve
cap_000578,370,-1.0000,MISS: 174px blob unboxed,approve
cap_000579,371,-1.0000,MISS: 175px blob unboxed,approve
cap_000580,372,-1.0000,MISS: 176px blob unboxed,approve
cap_000581,373,-1.0000,MISS: 175px blob unboxed,approve
cap_000582,374,-1.0000,MISS: 177px blob unboxed,approve
cap_000583,375,-1.0000,MISS: 160px blob unboxed,approve
cap_000584,376,-1.0000,MISS: 174px blob unboxed,approve
cap_000585,377,-1.0000,MISS: 177px blob unboxed,approve
cap_000586,378,-1.0000,MISS: 174px blob unboxed,approve
cap_000587,379,-1.0000,MISS: 176px blob unboxed,approve
cap_000588,380,-1.0000,MISS: 178px blob unboxed,approve
cap_000589,381,-1.0000,MISS: 173px blob unboxed,approve
cap_000590,382,-1.0000,MISS: 173px blob unboxed,approve
cap_000591,383,-1.0000,MISS: 168px blob unboxed,approve
cap_000592,384,-1.0000,MISS: 165px blob unboxed,approve
cap_000593,385,-1.0000,MISS: 170px blob unboxed,approve
cap_000594,386,-1.0000,MISS: 173px blob unboxed,approve
cap_000595,387,-1.0000,MISS: 174px blob unboxed,approve
cap_000596,388,-1.0000,MISS: 173px blob unboxed,approve
cap_000597,389,-1.0000,MISS: 177px blob unboxed,approve
cap_000598,390,-1.0000,MISS: 177px blob unboxed,approve
cap_000599,391,-1.0000,MISS: 183px blob unboxed,approve
cap_000600,392,-1.0000,MISS: 177px blob unboxed,approve
cap_000601,393,-1.0000,MISS: 176px blob unboxed,approve
cap_000602,394,-1.0000,MISS: 178px blob unboxed,approve
cap_000603,395,-1.0000,MISS: 180px blob unboxed,approve
cap_000604,396,-1.0000,MISS: 181px blob unboxed,approve
cap_000605,397,-1.0000,MISS: 180px blob unboxed,approve
cap_000606,398,-1.0000,MISS: 181px blob unboxed,approve
cap_000607,399,-1.0000,MISS: 184px blob unboxed,approve
cap_000608,400,-1.0000,MISS: 176px blob unboxed,approve
cap_000609,401,-1.0000,MISS: 174px blob unboxed,approve
cap_000610,402,-1.0000,MISS: 166px blob unboxed,approve
cap_000611,403,-1.0000,MISS: 172px blob unboxed,approve
cap_000612,404,-1.0000,MISS: 172px blob unboxed,approve
cap_000613,405,-1.0000,MISS: 173px blob unboxed,approve
cap_000614,406,-1.0000,MISS: 171px blob unboxed,approve
cap_000615,407,-1.0000,MISS: 173px blob unboxed,approve
cap_000616,408,-1.0000,MISS: 170px blob unboxed,approve
cap_000617,409,-1.0000,MISS: 173px blob unboxed,approve
cap_000618,410,-1.0000,MISS: 173px blob unboxed,approve
cap_000619,411,-1.0000,MISS: 173px blob unboxed,approve
cap_000620,412,-1.0000,MISS: 171px blob unboxed,approve
cap_000621,413,-1.0000,MISS: 156px blob unboxed,approve
cap_000622,414,-1.0000,MISS: 151px blob unboxed,approve
cap_000623,415,-1.0000,MISS: 150px blob unboxed,approve
cap_000624,416,-1.0000,MISS: 148px blob unboxed,approve
cap_000625,417,-1.0000,MISS: 145px blob unboxed,approve
cap_000626,418,-1.0000,MISS: 156px blob unboxed,approve
cap_000627,419,-1.0000,MISS: 158px blob unboxed,approve
cap_000628,420,-1.0000,MISS: 146px blob unboxed,approve
cap_000629,421,-1.0000,MISS: 146px blob unboxed,approve
cap_000630,422,-1.0000,MISS: 146px blob unboxed,approve
cap_000631,423,-1.0000,MISS: 146px blob unboxed,approve
cap_000632,424,-1.0000,MISS: 157px blob unboxed,approve
cap_000633,425,-1.0000,MISS: 158px blob unboxed,approve
cap_000634,426,-1.0000,MISS: 163px blob unboxed,approve
cap_000635,427,-1.0000,MISS: 160px blob unboxed,approve
cap_000636,428,-1.0000,MISS: 158px blob unboxed,approve
cap_000637,429,-1.0000,MISS: 158px blob unboxed,approve
cap_000638,430,-1.0000,MISS: 158px blob unboxed,approve
cap_000640,431,-1.0000,MISS: 158px blob unboxed,approve
cap_000641,432,-1.0000,MISS: 159px blob unboxed,approve
cap_000642,433,-1.0000,MISS: 158px blob unboxed,approve
cap_000643,434,-1.0000,MISS: 163px blob unboxed,approve
cap_000644,435,-1.0000,MISS: 165px blob unboxed,approve
cap_000645,436,-1.0000,MISS: 163px blob unboxed,approve
cap_000646,437,-1.0000,MISS: 165px blob unboxed,approve
cap_000647,438,-1.0000,MISS: 168px blob unboxed,approve
cap_000648,439,-1.0000,MISS: 159px blob unboxed,approve
cap_000649,440,-1.0000,MISS: 166px blob unboxed,approve
cap_000650,441,-1.0000,MISS: 166px blob unboxed,approve
cap_000651,442,-1.0000,MISS: 161px blob unboxed,approve
cap_000652,443,-1.0000,MISS: 159px blob unboxed,approve
cap_000653,444,-1.0000,MISS: 159px blob unboxed,approve
cap_000654,445,-1.0000,MISS: 163px blob unboxed,approve
cap_000655,446,-1.0000,MISS: 169px blob unboxed,approve
cap_000657,447,-1.0000,MISS: 167px blob unboxed,approve
cap_000659,448,-1.0000,MISS: 161px blob unboxed,approve
cap_000660,449,-1.0000,MISS: 163px blob unboxed,approve
