file,cluster,score,why,decision
cap_000202,100,-1.0000,MISS: 168px blob unboxed,approve
cap_000203,101,-1.0000,MISS: 168px blob unboxed,delete
cap_000204,102,-1.0000,MISS: 166px blob unboxed,approve
cap_000205,102,-1.0000,MISS: 168px blob unboxed,approve
cap_000206,103,-1.0000,MISS: 167px blob unboxed,approve
cap_000207,103,-1.0000,MISS: 167px blob unboxed,approve
cap_000208,104,-1.0000,MISS: 167px blob unboxed,approve
cap_000209,105,-1.0000,MISS: 167px blob unboxed,approve
cap_000210,106,-1.0000,MISS: 163px blob unboxed,approve
cap_000211,107,-1.0000,MISS: 164px blob unboxed,approve
cap_000212,107,-1.0000,MISS: 162px blob unboxed,approve
cap_000213,108,-1.0000,MISS: 166px blob unboxed,approve
cap_000214,109,-1.0000,MISS: 162px blob unboxed,approve
cap_000215,110,-1.0000,MISS: 162px blob unboxed,approve
cap_000216,111,-1.0000,MISS: 167px blob unboxed,approve
cap_000217,112,-1.0000,MISS: 169px blob unboxed,approve
cap_000218,113,-1.0000,MISS: 170px blob unboxed,approve
cap_000219,114,-1.0000,MISS: 176px blob unboxed,approve
cap_000220,115,-1.0000,MISS: 172px blob unboxed,approve
cap_000221,116,-1.0000,MISS: 178px blob unboxed,delete
cap_000222,117,-1.0000,MISS: 173px blob unboxed,approve
cap_000223,118,-1.0000,MISS: 170px blob unboxed,approve
cap_000224,119,-1.0000,MISS: 167px blob unboxed,delete
cap_000225,120,-1.0000,MISS: 175px blob unboxed,approve
cap_000226,121,-1.0000,MISS: 166px blob unboxed,approve
cap_000227,122,-1.0000,MISS: 165px blob unboxed,approve
cap_000228,123,-1.0000,MISS: 168px blob unboxed,approve
cap_000229,124,-1.0000,MISS: 170px blob unboxed,approve
cap_000230,124,-1.0000,MISS: 168px blob unboxed,approve
cap_000231,125,-1.0000,MISS: 164px blob unboxed,approve
cap_000232,125,-1.0000,MISS: 167px blob unboxed,approve
cap_000233,125,-1.0000,MISS: 168px blob unboxed,approve
cap_000234,125,-1.0000,MISS: 168px blob unboxed,approve
cap_000235,125,-1.0000,MISS: 168px blob unboxed,approve
cap_000236,126,-1.0000,MISS: 170px blob unboxed,approve
cap_000237,126,-1.0000,MISS: 171px blob unboxed,approve
cap_000238,127,-1.0000,MISS: 176px blob unboxed,approve
cap_000239,127,-1.0000,MISS: 164px blob unboxed,approve
cap_000240,128,-1.0000,MISS: 163px blob unboxed,approve
cap_000241,129,-1.0000,MISS: 166px blob unboxed,approve
cap_000242,130,-1.0000,MISS: 167px blob unboxed,approve
cap_000243,131,-1.0000,MISS: 166px blob unboxed,approve
cap_000244,132,-1.0000,MISS: 174px blob unboxed,approve
cap_000245,133,-1.0000,MISS: 170px blob unboxed,approve
cap_000246,134,-1.0000,MISS: 166px blob unboxed,approve
cap_000247,135,-1.0000,MISS: 169px blob unboxed,approve
cap_000248,135,-1.0000,MISS: 169px blob unboxed,approve
cap_000249,136,-1.0000,MISS: 169px blob unboxed,approve
cap_000250,137,-1.0000,MISS: 170px blob unboxed,approve
cap_000251,138,-1.0000,MISS: 172px blob unboxed,approve
cap_000252,139,-1.0000,MISS: 169px blob unboxed,approve
cap_000253,140,-1.0000,MISS: 169px blob unboxed,approve
cap_000254,141,-1.0000,MISS: 166px blob unboxed,approve
cap_000255,142,-1.0000,MISS: 168px blob unboxed,approve
cap_000256,143,-1.0000,MISS: 170px blob unboxed,approve
cap_000257,144,-1.0000,MISS: 168px blob unboxed,approve
cap_000258,144,-1.0000,MISS: 169px blob unboxed,approve
cap_000259,145,-1.0000,MISS: 167px blob unboxed,approve
cap_000260,146,-1.0000,MISS: 171px blob unboxed,approve
cap_000261,147,-1.0000,MISS: 175px blob unboxed,approve
cap_000262,147,-1.0000,MISS: 167px blob unboxed,approve
cap_000263,148,-1.0000,MISS: 167px blob unboxed,approve
cap_000264,148,-1.0000,MISS: 161px blob unboxed,approve
cap_000265,149,-1.0000,MISS: 159px blob unboxed,approve
cap_000266,150,-1.0000,MISS: 170px blob unboxed,approve
cap_000267,151,-1.0000,MISS: 174px blob unboxed,approve
cap_000268,152,-1.0000,MISS: 173px blob unboxed,approve
cap_000269,153,-1.0000,MISS: 173px blob unboxed,delete
cap_000270,153,-1.0000,MISS: 176px blob unboxed,delete
cap_000271,154,-1.0000,MISS: 176px blob unboxed,approve
cap_000272,154,-1.0000,MISS: 174px blob unboxed,approve
cap_000273,155,-1.0000,MISS: 177px blob unboxed,delete
cap_000274,156,-1.0000,MISS: 177px blob unboxed,approve
cap_000275,156,-1.0000,MISS: 178px blob unboxed,approve
cap_000276,157,-1.0000,MISS: 179px blob unboxed,approve
cap_000277,157,-1.0000,MISS: 180px blob unboxed,approve
cap_000278,158,-1.0000,MISS: 180px blob unboxed,approve
cap_000279,159,-1.0000,MISS: 180px blob unboxed,approve
cap_000280,160,-1.0000,MISS: 179px blob unboxed,approve
cap_000281,161,-1.0000,MISS: 176px blob unboxed,approve
cap_000282,162,-1.0000,MISS: 173px blob unboxed,approve
cap_000283,163,-1.0000,MISS: 175px blob unboxed,approve
cap_000284,164,-1.0000,MISS: 171px blob unboxed,approve
cap_000285,164,-1.0000,MISS: 170px blob unboxed,approve
cap_000286,165,-1.0000,MISS: 169px blob unboxed,approve
cap_000287,166,-1.0000,MISS: 169px blob unboxed,approve
cap_000288,167,-1.0000,MISS: 168px blob unboxed,approve
cap_000289,167,-1.0000,MISS: 168px blob unboxed,approve
cap_000290,168,-1.0000,MISS: 172px blob unboxed,approve
cap_000291,168,-1.0000,MISS: 172px blob unboxed,approve
cap_000292,169,-1.0000,MISS: 169px blob unboxed,approve
cap_000293,169,-1.0000,MISS: 169px blob unboxed,approve
cap_000294,169,-1.0000,MISS: 172px blob unboxed,approve
cap_000295,170,-1.0000,MISS: 173px blob unboxed,approve
cap_000296,170,-1.0000,MISS: 173px blob unboxed,approve
cap_000297,171,-1.0000,MISS: 177px blob unboxed,approve
cap_000298,171,-1.0000,MISS: 170px blob unboxed,approve
cap_000299,172,-1.0000,MISS: 175px blob unboxed,approve
cap_000300,172,-1.0000,MISS: 175px blob unboxed,approve
cap_000301,173,-1.0000,MISS: 172px blob unboxed,approve
cap_000302,173,-1.0000,MISS: 172px blob unboxed,approve
cap_000303,173,-1.0000,MISS: 171px blob unboxed,approve
cap_000304,174,-1.0000,MISS: 170px blob unboxed,approve
cap_000305,174,-1.0000,MISS: 170px blob unboxed,approve
cap_000306,175,-1.0000,MISS: 171px blob unboxed,approve
cap_000307,175,-1.0000,MISS: 169px blob unboxed,approve
cap_000308,176,-1.0000,MISS: 169px blob unboxed,approve
cap_000309,176,-1.0000,MISS: 166px blob unboxed,approve
cap_000310,177,-1.0000,MISS: 170px blob unboxed,approve
cap_000311,177,-1.0000,MISS: 180px blob unboxed,approve
cap_000312,178,-1.0000,MISS: 179px blob unboxed,approve
cap_000313,179,-1.0000,MISS: 179px blob unboxed,approve
cap_000314,180,-1.0000,MISS: 177px blob unboxed,delete
cap_000315,181,-1.0000,MISS: 176px blob unboxed,approve
cap_000316,182,-1.0000,MISS: 175px blob unboxed,approve
cap_000317,182,-1.0000,MISS: 176px blob unboxed,approve
cap_000318,183,-1.0000,MISS: 170px blob unboxed,approve
cap_000319,183,-1.0000,MISS: 172px blob unboxed,approve
cap_000320,184,-1.0000,MISS: 172px blob unboxed,delete
cap_000321,185,-1.0000,MISS: 172px blob unboxed,approve
cap_000322,186,-1.0000,MISS: 171px blob unboxed,approve
cap_000323,186,-1.0000,MISS: 180px blob unboxed,approve
cap_000324,187,-1.0000,MISS: 170px blob unboxed,approve
cap_000325,188,-1.0000,MISS: 170px blob unboxed,approve
cap_000326,189,-1.0000,MISS: 169px blob unboxed,approve
cap_000327,190,-1.0000,MISS: 169px blob unboxed,approve
cap_000328,191,-1.0000,MISS: 180px blob unboxed,approve
cap_000329,192,-1.0000,MISS: 169px blob unboxed,approve
cap_000330,193,-1.0000,MISS: 174px blob unboxed,approve
cap_000331,194,-1.0000,MISS: 173px blob unboxed,approve
cap_000332,195,-1.0000,MISS: 172px blob unboxed,approve
cap_000333,196,-1.0000,MISS: 174px blob unboxed,approve
cap_000334,197,-1.0000,MISS: 177px blob unboxed,approve
cap_000335,198,-1.0000,MISS: 170px blob unboxed,approve
cap_000336,199,-1.0000,MISS: 172px blob unboxed,approve
cap_000337,200,-1.0000,MISS: 174px blob unboxed,approve
cap_000338,201,-1.0000,MISS: 171px blob unboxed,approve
cap_000339,201,-1.0000,MISS: 177px blob unboxed,approve
cap_000340,202,-1.0000,MISS: 177px blob unboxed,approve
cap_000341,202,-1.0000,MISS: 177px blob unboxed,approve
cap_000342,203,-1.0000,MISS: 178px blob unboxed,approve
cap_000343,203,-1.0000,MISS: 175px blob unboxed,approve
cap_000344,204,-1.0000,MISS: 175px blob unboxed,approve
cap_000345,205,-1.0000,MISS: 174px blob unboxed,delete
cap_000346,205,-1.0000,MISS: 174px blob unboxed,delete
cap_000347,206,-1.0000,MISS: 180px blob unboxed,approve
cap_000348,206,-1.0000,MISS: 181px blob unboxed,approve
cap_000349,206,-1.0000,MISS: 182px blob unboxed,approve
cap_000350,207,-1.0000,MISS: 181px blob unboxed,approve
cap_000351,207,-1.0000,MISS: 181px blob unboxed,delete
cap_000352,207,-1.0000,MISS: 179px blob unboxed,approve
cap_000353,208,-1.0000,MISS: 177px blob unboxed,approve
cap_000354,208,-1.0000,MISS: 174px blob unboxed,approve
cap_000355,208,-1.0000,MISS: 174px blob unboxed,approve
cap_000356,209,-1.0000,MISS: 169px blob unboxed,approve
cap_000357,209,-1.0000,MISS: 168px blob unboxed,approve
cap_000358,209,-1.0000,MISS: 167px blob unboxed,approve
cap_000359,209,-1.0000,MISS: 167px blob unboxed,approve
cap_000360,210,-1.0000,MISS: 168px blob unboxed,approve
cap_000361,210,-1.0000,MISS: 176px blob unboxed,approve
cap_000362,210,-1.0000,MISS: 171px blob unboxed,approve
cap_000363,210,-1.0000,MISS: 176px blob unboxed,approve
cap_000364,210,-1.0000,MISS: 176px blob unboxed,approve
cap_000365,210,-1.0000,MISS: 174px blob unboxed,approve
cap_000366,210,-1.0000,MISS: 176px blob unboxed,approve
cap_000367,210,-1.0000,MISS: 176px blob unboxed,approve
cap_000368,210,-1.0000,MISS: 172px blob unboxed,approve
cap_000369,211,-1.0000,MISS: 179px blob unboxed,approve
cap_000370,211,-1.0000,MISS: 178px blob unboxed,approve
cap_000371,211,-1.0000,MISS: 176px blob unboxed,approve
cap_000372,211,-1.0000,MISS: 176px blob unboxed,approve
cap_000373,211,-1.0000,MISS: 169px blob unboxed,approve
cap_000374,211,-1.0000,MISS: 171px blob unboxed,approve
cap_000375,211,-1.0000,MISS: 169px blob unboxed,approve
cap_000376,212,-1.0000,MISS: 173px blob unboxed,approve
cap_000377,212,-1.0000,MISS: 172px blob unboxed,approve
cap_000378,212,-1.0000,MISS: 178px blob unboxed,approve
cap_000379,212,-1.0000,MISS: 178px blob unboxed,approve
cap_000380,212,-1.0000,MISS: 181px blob unboxed,approve
cap_000381,212,-1.0000,MISS: 181px blob unboxed,approve
cap_000382,212,-1.0000,MISS: 175px blob unboxed,approve
cap_000383,213,-1.0000,MISS: 188px blob unboxed,approve
cap_000384,213,-1.0000,MISS: 189px blob unboxed,delete
cap_000385,213,-1.0000,MISS: 190px blob unboxed,delete
cap_000386,214,-1.0000,MISS: 193px blob unboxed,approve
cap_000387,215,-1.0000,MISS: 191px blob unboxed,approve
cap_000388,216,-1.0000,MISS: 180px blob unboxed,delete
cap_000389,216,-1.0000,MISS: 191px blob unboxed,delete
cap_000390,217,-1.0000,MISS: 183px blob unboxed,delete
cap_000391,218,-1.0000,MISS: 184px blob unboxed,delete
cap_000392,218,-1.0000,MISS: 183px blob unboxed,delete
cap_000393,219,-1.0000,MISS: 189px blob unboxed,delete
cap_000394,220,-1.0000,MISS: 180px blob unboxed,delete
cap_000395,221,-1.0000,MISS: 195px blob unboxed,delete
cap_000396,222,-1.0000,MISS: 192px blob unboxed,delete
cap_000397,223,-1.0000,MISS: 190px blob unboxed,delete
cap_000398,223,-1.0000,MISS: 199px blob unboxed,delete
cap_000399,223,-1.0000,MISS: 190px blob unboxed,delete
cap_000400,224,-1.0000,MISS: 189px blob unboxed,delete
cap_000401,224,-1.0000,MISS: 194px blob unboxed,delete
cap_000402,225,-1.0000,MISS: 192px blob unboxed,delete
cap_000403,226,-1.0000,MISS: 192px blob unboxed,delete
cap_000404,227,-1.0000,MISS: 189px blob unboxed,delete
cap_000405,228,-1.0000,MISS: 186px blob unboxed,delete
cap_000406,229,-1.0000,MISS: 186px blob unboxed,delete
cap_000407,230,-1.0000,MISS: 185px blob unboxed,delete
cap_000408,231,-1.0000,MISS: 183px blob unboxed,delete
cap_000409,232,-1.0000,MISS: 183px blob unboxed,delete
cap_000410,233,-1.0000,MISS: 184px blob unboxed,delete
cap_000411,234,-1.0000,MISS: 182px blob unboxed,delete
cap_000412,235,-1.0000,MISS: 182px blob unboxed,delete
cap_000413,236,-1.0000,MISS: 187px blob unboxed,delete
cap_000414,237,-1.0000,MISS: 184px blob unboxed,approve
cap_000415,238,-1.0000,MISS: 182px blob unboxed,delete
cap_000416,239,-1.0000,MISS: 182px blob unboxed,approve
cap_000417,240,-1.0000,MISS: 181px blob unboxed,approve
cap_000418,241,-1.0000,MISS: 177px blob unboxed,delete
cap_000419,241,-1.0000,MISS: 176px blob unboxed,approve
cap_000420,242,-1.0000,MISS: 176px blob unboxed,delete
cap_000421,242,-1.0000,MISS: 176px blob unboxed,delete
cap_000422,242,-1.0000,MISS: 176px blob unboxed,delete
cap_000423,243,-1.0000,MISS: 175px blob unboxed,approve
cap_000424,244,-1.0000,MISS: 176px blob unboxed,approve
cap_000425,245,-1.0000,MISS: 176px blob unboxed,delete
cap_000426,245,-1.0000,MISS: 175px blob unboxed,delete
cap_000427,246,-1.0000,MISS: 177px blob unboxed,approve
cap_000428,246,-1.0000,MISS: 178px blob unboxed,approve
cap_000429,247,-1.0000,MISS: 181px blob unboxed,delete
cap_000430,247,-1.0000,MISS: 178px blob unboxed,delete
cap_000431,248,-1.0000,MISS: 178px blob unboxed,delete
cap_000432,248,-1.0000,MISS: 182px blob unboxed,delete
cap_000433,249,-1.0000,MISS: 181px blob unboxed,delete
cap_000434,249,-1.0000,MISS: 181px blob unboxed,delete
cap_000435,249,-1.0000,MISS: 181px blob unboxed,delete
cap_000436,250,-1.0000,MISS: 178px blob unboxed,approve
cap_000437,250,-1.0000,MISS: 178px blob unboxed,approve
cap_000438,251,-1.0000,MISS: 179px blob unboxed,delete
cap_000439,252,-1.0000,MISS: 176px blob unboxed,delete
cap_000440,253,-1.0000,MISS: 176px blob unboxed,delete
cap_000441,254,-1.0000,MISS: 177px blob unboxed,delete
cap_000442,255,-1.0000,MISS: 180px blob unboxed,delete
cap_000443,256,-1.0000,MISS: 182px blob unboxed,delete
cap_000444,257,-1.0000,MISS: 179px blob unboxed,delete
cap_000445,258,-1.0000,MISS: 175px blob unboxed,delete
cap_000446,259,-1.0000,MISS: 176px blob unboxed,delete
cap_000447,260,-1.0000,MISS: 176px blob unboxed,delete
cap_000448,261,-1.0000,MISS: 176px blob unboxed,delete
cap_000449,261,-1.0000,MISS: 176px blob unboxed,delete
