file,cluster,n_person,n_omega,status
cap_000392,74,2,0,human
cap_000393,74,2,0,human
cap_000394,74,2,0,human
cap_000395,75,2,0,human
cap_000396,75,2,0,human
cap_000397,75,2,0,human
cap_000398,75,2,0,human
cap_000399,75,2,0,human
cap_000400,76,2,0,human
cap_000401,76,2,0,human
cap_000402,76,2,0,human
cap_000403,77,2,1,human
cap_000404,77,2,0,human
cap_000405,77,2,0,human
cap_000406,77,2,0,human
cap_000407,77,2,0,human
cap_000408,78,2,0,human
cap_000409,78,2,0,human
cap_000410,78,2,1,human
cap_000411,79,2,1,human
cap_000412,79,2,1,human
cap_000413,80,2,1,human
cap_000414,80,2,1,human
cap_000415,80,2,2,human
cap_000416,81,2,1,human
cap_000417,81,2,2,human
cap_000418,82,2,3,human
cap_000419,83,2,1,human
cap_000420,83,2,1,human
cap_000421,84,2,1,human
cap_000422,84,2,1,human
cap_000423,85,2,2,human
cap_000424,85,2,1,human
cap_000425,85,2,1,human
cap_000426,86,2,0,human
cap_000427,86,2,1,human
cap_000428,87,2,2,human
cap_000429,87,2,1,human
cap_000430,88,2,1,human
cap_000431,88,2,1,human
cap_000432,89,0,0,human
cap_000433,89,0,0,human
cap_000434,90,0,0,human
cap_000435,90,0,0,human
cap_000436,90,0,0,human
cap_000437,91,0,0,human
cap_000438,91,0,0,human
cap_000439,91,0,0,human
cap_000440,92,0,0,human
cap_000441,92,0,0,human
cap_000442,92,0,0,human
cap_000443,92,0,0,human
cap_000444,92,0,0,human
cap_000445,92,0,0,human
cap_000446,92,0,0,human
cap_000447,92,0,0,human
cap_000448,92,0,0,human
cap_000449,92,0,0,human
cap_000450,92,0,0,human
cap_000451,92,0,0,human
cap_000452,92,0,0,human
cap_000453,92,0,0,human
cap_000454,92,0,0,human
cap_000455,92,0,0,human
cap_000456,92,0,0,human
cap_000457,92,0,0,human
cap_000458,92,0,0,human
cap_000459,92,0,0,human
cap_000460,92,0,0,human
cap_000461,92,0,0,human
cap_000462,92,0,0,human
cap_000463,92,0,0,human
cap_000464,92,0,0,human
cap_000465,92,0,0,human
cap_000466,92,0,0,human
cap_000467,92,0,0,human
cap_000468,92,0,0,human
cap_000469,92,0,0,human
cap_000470,93,0,0,human
cap_000471,93,0,0,human
cap_000472,93,0,0,human
cap_000473,93,0,0,human
cap_000474,93,0,0,human
cap_000475,93,0,0,human
cap_000476,93,0,0,human
cap_000477,93,0,0,human
cap_000478,93,0,0,human
cap_000479,93,0,0,human
cap_000480,93,0,0,human
cap_000481,93,0,0,human
cap_000482,93,0,0,human
cap_000483,93,0,0,human
cap_000484,93,0,0,human
cap_000485,93,0,0,human
cap_000486,93,0,0,human
cap_000487,93,0,0,human
cap_000488,93,0,0,human
cap_000489,93,0,0,human
cap_000490,93,0,0,human
cap_000491,93,0,0,human
cap_000492,93,0,0,human
cap_000493,93,0,0,human
cap_000494,93,0,0,human
cap_000495,93,0,0,human
cap_000496,93,0,0,human
cap_000497,93,0,0,human
cap_000498,93,0,0,human
cap_000499,93,0,0,human
cap_000500,94,0,0,human
cap_000501,94,0,0,human
cap_000502,94,0,0,human
cap_000503,94,0,0,human
cap_000504,94,0,0,human
cap_000505,94,0,0,human
cap_000506,94,0,0,human
cap_000507,94,0,0,human
cap_000508,94,0,0,human
cap_000509,94,0,0,human
cap_000510,94,0,0,human
cap_000511,94,0,0,human
cap_000512,94,0,0,human
cap_000513,94,0,0,human
cap_000514,94,0,0,human
cap_000515,94,0,0,human
cap_000516,94,0,0,human
cap_000517,94,0,0,human
cap_000518,94,0,0,human
cap_000519,94,0,0,human
cap_000520,95,2,0,human
cap_000521,95,2,0,human
cap_000522,95,2,0,human
cap_000523,95,2,0,human
cap_000524,95,2,0,human
cap_000525,95,2,0,human
cap_000526,95,2,0,human
cap_000527,95,2,0,human
cap_000528,95,2,0,human
cap_000529,95,2,0,human
cap_000530,95,2,0,human
cap_000531,96,2,0,human
cap_000532,96,2,0,human
cap_000533,97,2,0,human
cap_000534,97,3,0,human
cap_000535,98,3,0,ok
cap_000536,98,3,0,ok
cap_000537,98,3,1,ok
cap_000538,99,3,1,ok
cap_000539,99,3,1,ok
cap_000540,99,3,0,ok
cap_000541,100,2,0,human
cap_000542,100,2,1,human
cap_000543,100,2,1,human
cap_000544,100,2,1,human
cap_000545,101,2,1,human
cap_000546,101,2,2,human
cap_000547,102,2,2,human
cap_000548,102,2,0,human
cap_000549,103,2,1,human
cap_000550,103,2,1,human
cap_000551,103,3,2,human
cap_000552,104,3,1,ok
cap_000553,104,3,1,ok
cap_000554,104,3,1,ok
cap_000555,104,3,1,ok
cap_000556,104,3,1,ok
cap_000557,104,3,1,ok
cap_000558,105,3,1,ok
cap_000559,105,3,1,ok
cap_000560,105,3,2,ok
cap_000561,106,3,1,ok
cap_000562,106,3,1,ok
cap_000563,106,3,1,ok
cap_000564,107,2,2,human
cap_000565,107,3,0,human
cap_000566,107,3,0,human
cap_000567,108,3,0,human
cap_000568,108,2,0,human
cap_000569,108,3,0,human
cap_000570,109,3,0,ok
cap_000571,109,3,0,ok
cap_000572,109,3,0,ok
cap_000573,109,3,0,ok
cap_000574,110,3,0,ok
cap_000575,110,3,1,ok
cap_000576,110,3,1,ok
cap_000577,111,3,1,ok
cap_000578,111,3,0,ok
cap_000579,111,3,1,ok
cap_000580,111,3,0,ok
cap_000581,111,3,0,ok
cap_000582,111,3,1,ok
cap_000583,111,3,0,ok
cap_000584,112,3,0,ok
cap_000585,112,3,1,ok
cap_000586,112,3,1,ok
cap_000587,113,3,1,ok
cap_000588,113,3,0,ok
cap_000589,113,3,1,ok
cap_000590,113,3,1,ok
cap_000591,113,3,1,ok
cap_000592,114,3,1,ok
cap_000593,114,3,1,ok
cap_000594,114,3,1,ok
cap_000595,114,3,1,ok
cap_000596,114,3,1,ok
cap_000597,115,3,2,human
cap_000598,115,3,1,human
cap_000599,115,3,2,human
cap_000600,115,3,0,human
cap_000601,115,3,0,human
cap_000602,115,3,0,human
cap_000603,115,3,0,human
cap_000604,115,3,0,human
cap_000605,115,3,0,human
cap_000606,115,3,0,human
cap_000607,115,3,0,human
cap_000608,115,3,1,human
cap_000609,115,3,1,human
cap_000610,115,3,1,human
cap_000611,115,3,1,human
cap_000612,115,3,1,human
cap_000613,115,3,1,human
cap_000614,115,2,1,human
cap_000615,116,2,2,human
cap_000616,116,2,1,human
cap_000617,116,3,0,human
cap_000618,116,2,1,human
cap_000619,116,2,1,human
cap_000620,116,2,1,human
cap_000621,117,2,1,human
cap_000622,117,2,1,human
cap_000623,117,2,1,human
cap_000624,117,2,1,human
cap_000625,117,2,1,human
cap_000626,117,2,1,human
cap_000627,118,2,1,human
cap_000628,118,2,1,human
cap_000629,118,2,1,human
cap_000630,119,2,0,human
cap_000631,119,2,1,human
cap_000632,119,2,0,human
cap_000633,120,2,1,human
cap_000634,120,2,0,human
cap_000635,121,2,0,human
cap_000636,121,2,0,human
cap_000637,121,2,0,human
cap_000638,121,2,1,human
cap_000639,122,2,1,human
cap_000640,122,2,1,human
cap_000641,122,2,0,human
cap_000642,122,2,1,human
cap_000643,122,2,1,human
cap_000644,123,2,0,human
cap_000645,123,2,0,human
cap_000646,123,2,1,human
cap_000647,124,0,0,human
cap_000648,124,0,0,human
cap_000649,124,0,0,human
cap_000650,124,0,0,human
cap_000651,124,0,0,human
cap_000652,124,0,0,human
cap_000653,125,0,0,human
cap_000654,125,0,0,human
cap_000655,125,0,0,human
cap_000656,125,0,0,human
cap_000657,125,0,0,human
cap_000658,125,0,0,human
cap_000659,125,0,0,human
cap_000660,125,0,0,human
cap_000661,125,0,0,human
cap_000662,125,0,0,human
cap_000663,125,0,0,human
cap_000664,125,0,0,human
cap_000665,125,0,0,human
cap_000666,125,0,0,human
cap_000667,125,0,0,human
cap_000668,125,0,0,human
cap_000669,125,0,0,human
cap_000670,125,0,0,human
cap_000671,125,0,0,human
cap_000672,125,0,0,human
cap_000673,125,0,0,human
cap_000674,126,0,0,human
cap_000675,126,0,0,human
cap_000676,127,2,1,human
cap_000677,127,2,1,human
cap_000678,127,2,2,human
cap_000679,128,2,1,human
cap_000680,128,2,1,human
cap_000681,128,2,1,human
cap_000682,129,2,1,human
cap_000683,129,2,1,human
cap_000684,129,2,1,human
cap_000685,129,2,1,human
cap_000686,129,2,1,human
cap_000687,129,2,2,human
cap_000688,130,2,1,human
cap_000689,130,2,1,human
cap_000690,130,2,1,human
cap_000691,130,2,1,human
cap_000692,131,2,2,human
cap_000693,131,2,1,human
cap_000694,131,2,1,human
cap_000695,131,2,1,human
cap_000696,131,2,2,human
cap_000697,132,2,1,human
cap_000698,132,2,1,human
cap_000699,132,2,1,human
cap_000700,133,2,0,human
cap_000701,133,2,0,human
cap_000702,133,2,0,human
cap_000703,133,2,0,human
cap_000704,134,0,0,human
cap_000705,134,0,0,human
cap_000706,134,0,0,human
cap_000707,134,0,0,human
cap_000708,135,0,0,human
cap_000709,135,0,0,human
cap_000710,135,0,0,human
cap_000711,135,0,0,human
cap_000712,135,0,0,human
cap_000713,135,0,0,human
cap_000714,135,0,0,human
cap_000715,135,0,0,human
cap_000716,135,0,0,human
cap_000717,135,0,0,human
cap_000718,135,0,0,human
cap_000719,136,0,0,human
cap_000720,136,0,0,human
cap_000721,136,0,0,human
cap_000722,136,0,0,human
cap_000723,136,0,0,human
cap_000724,136,0,0,human
cap_000725,136,0,0,human
cap_000726,136,0,0,human
cap_000727,136,0,0,human
cap_000728,136,0,0,human
cap_000729,136,0,0,human
cap_000730,136,0,0,human
cap_000731,136,0,0,human
cap_000732,136,0,0,human
cap_000733,136,0,0,human
cap_000734,136,0,0,human
cap_000735,136,0,0,human
cap_000736,136,0,0,human
cap_000737,136,0,0,human
cap_000738,136,0,0,human
cap_000739,136,0,0,human
cap_000740,136,0,0,human
cap_000741,136,0,0,human
cap_000742,136,0,0,human
cap_000743,136,0,0,human
cap_000744,136,0,0,human
cap_000745,136,0,0,human
cap_000746,136,0,0,human
cap_000747,136,0,0,human
cap_000748,136,0,0,human
cap_000749,137,0,0,human
cap_000750,137,0,0,human
cap_000751,138,0,0,human
cap_000752,138,0,0,human
cap_000753,138,0,0,human
cap_000754,139,2,1,human
cap_000755,140,2,1,human
cap_000756,141,3,1,ok
cap_000757,142,3,1,ok
cap_000758,143,2,1,human
cap_000759,144,2,1,human
cap_000760,144,2,1,human
cap_000761,145,2,2,human
cap_000762,146,2,1,human
cap_000763,146,2,2,human
cap_000764,147,2,2,human
cap_000765,147,2,1,human
cap_000766,148,2,1,human
cap_000767,148,2,1,human
cap_000768,149,2,1,human
cap_000769,149,2,1,human
cap_000770,149,2,1,human
cap_000771,150,2,1,human
cap_000772,150,2,2,human
cap_000773,151,2,1,human
cap_000774,151,2,0,human
cap_000775,151,2,1,human
cap_000776,151,3,1,human
cap_000777,152,2,1,human
cap_000778,152,2,1,human
cap_000779,152,2,1,human
cap_000780,152,2,1,human
cap_000781,153,3,1,human
cap_000782,153,2,1,human
cap_000783,153,2,1,human
cap_000784,153,2,1,human
cap_000785,153,2,1,human
cap_000786,153,2,1,human
cap_000787,153,2,1,human
cap_000788,154,2,1,human
cap_000789,154,2,1,human
cap_000790,154,2,1,human
cap_000791,154,2,1,human
cap_000792,154,2,1,human
cap_000793,154,2,1,human
cap_000794,154,2,1,human
cap_000795,155,2,1,human
cap_000796,155,2,1,human
cap_000797,155,2,1,human
cap_000798,155,2,0,human
cap_000799,156,2,1,human
cap_000800,156,2,1,human
cap_000801,157,2,1,human
cap_000802,157,2,1,human
cap_000803,158,2,1,human
cap_000804,158,2,1,human
cap_000805,159,0,0,human
cap_000806,159,0,0,human
cap_000807,160,0,0,human
cap_000808,160,0,0,human
cap_000809,160,0,0,human
cap_000810,161,0,0,human
cap_000811,161,0,0,human
cap_000812,161,0,0,human
cap_000813,161,0,0,human
cap_000814,162,0,0,human
cap_000815,162,0,0,human
cap_000816,162,0,0,human
cap_000817,162,0,0,human
cap_000818,162,0,0,human
cap_000819,162,0,0,human
cap_000820,162,0,0,human
cap_000821,162,0,0,human
cap_000822,162,0,0,human
cap_000823,163,0,0,human
cap_000824,163,0,0,human
cap_000825,163,0,0,human
cap_000826,163,0,0,human
cap_000827,163,0,0,human
cap_000828,163,0,0,human
cap_000829,163,0,0,human
cap_000830,164,0,0,human
cap_000831,164,0,0,human
cap_000832,164,0,0,human
cap_000833,164,0,0,human
cap_000834,164,0,0,human
cap_000835,164,0,0,human
cap_000836,164,0,0,human
cap_000837,164,0,0,human
cap_000838,164,0,0,human
cap_000839,164,0,0,human
cap_000840,164,0,0,human
cap_000841,164,0,0,human
cap_000842,164,0,0,human
cap_000843,164,0,0,human
cap_000844,164,0,0,human
cap_000845,164,0,0,human
cap_000846,164,0,0,human
cap_000847,164,0,0,human
cap_000848,164,0,0,human
cap_000849,164,0,0,human
cap_000850,164,0,0,human
cap_000851,164,0,0,human
cap_000852,164,0,0,human
cap_000853,164,0,0,human
cap_000854,164,0,0,human
cap_000855,164,0,0,human
cap_000856,164,0,0,human
cap_000857,164,0,0,human
cap_000858,164,0,0,human
cap_000859,164,0,0,human
cap_000860,165,0,0,todo
cap_000861,165,0,0,todo
cap_000862,165,0,0,todo
cap_000863,165,0,0,todo
cap_000864,165,0,0,todo
cap_000865,165,0,0,todo
cap_000866,165,0,0,todo
cap_000867,165,0,0,todo
cap_000868,165,0,0,todo
cap_000869,165,0,0,todo
cap_000870,165,0,0,todo
cap_000871,165,0,0,todo
cap_000872,165,0,0,todo
cap_000873,165,0,0,todo
cap_000874,165,0,0,todo
cap_000875,165,0,0,todo
cap_000876,166,0,0,todo
cap_000877,166,0,0,todo
cap_000878,166,0,0,todo
cap_000879,166,0,0,todo
cap_000880,166,0,0,todo
cap_000881,166,0,0,todo
cap_000882,166,0,0,todo
cap_000883,166,0,0,todo
cap_000884,167,0,0,todo
cap_000885,167,0,0,todo
cap_000886,167,0,0,todo
cap_000887,167,0,0,todo
cap_000888,167,0,0,todo
cap_000889,167,0,0,todo
cap_000890,167,0,0,todo
cap_000891,167,0,0,todo
cap_000892,167,0,0,todo
cap_000893,167,0,0,todo
cap_000894,167,0,0,todo
cap_000895,167,0,0,todo
cap_000896,168,0,0,todo
cap_000897,168,0,0,todo
cap_000898,169,0,0,todo
cap_000899,169,0,0,todo
cap_000900,169,0,0,todo
cap_000901,170,2,0,todo
cap_000902,170,2,0,todo
cap_000903,170,2,0,todo
cap_000904,170,2,1,todo
cap_000905,170,2,2,todo
cap_000906,170,2,1,todo
cap_000907,170,2,1,todo
cap_000908,171,2,1,todo
cap_000909,171,2,1,todo
cap_000910,171,2,1,todo
cap_000911,171,2,1,todo
cap_000912,171,2,1,todo
cap_000913,171,2,1,todo
cap_000914,171,2,1,todo
cap_000915,171,2,1,todo
cap_000916,171,2,1,todo
cap_000917,171,2,1,todo
cap_000918,171,2,1,todo
cap_000919,171,2,1,todo
cap_000920,171,2,1,todo
cap_000921,171,2,1,todo
cap_000922,171,2,1,todo
cap_000923,171,2,1,todo
cap_000924,172,2,1,todo
cap_000925,172,2,1,todo
cap_000926,172,2,1,todo
cap_000927,172,2,1,todo
cap_000928,172,2,1,todo
cap_000929,172,2,1,todo
cap_000930,172,2,1,todo
cap_000931,172,2,1,todo
cap_000932,172,2,1,todo
cap_000933,172,2,1,todo
cap_000934,172,2,1,todo
cap_000935,172,2,1,todo
cap_000936,172,2,3,todo
cap_000937,172,2,2,todo
cap_000938,172,2,2,todo
cap_000939,172,2,2,todo
cap_000940,172,2,2,todo
cap_000941,172,2,1,todo
cap_000942,172,2,1,todo
cap_000943,172,2,1,todo
cap_000944,172,2,1,todo
cap_000945,172,2,1,todo
cap_000946,172,2,1,todo
cap_000947,172,2,0,todo
cap_000948,172,2,0,todo
cap_000949,172,2,0,todo
cap_000950,172,2,0,todo
cap_000951,172,2,0,todo
cap_000952,172,2,1,todo
cap_000953,172,2,0,todo
cap_000954,173,2,0,todo
cap_000955,173,2,0,todo
cap_000956,173,2,1,todo
cap_000957,173,2,1,todo
cap_000958,173,2,1,todo
cap_000959,173,3,1,ok
cap_000960,173,3,1,ok
cap_000961,173,3,1,ok
cap_000962,173,3,1,ok
cap_000963,173,3,1,ok
cap_000964,173,3,1,ok
cap_000965,173,3,1,ok
cap_000966,173,3,1,ok
cap_000967,173,3,2,ok
cap_000968,173,3,1,ok
cap_000969,173,3,1,ok
cap_000970,173,3,1,ok
cap_000971,173,3,1,ok
cap_000972,173,3,1,ok
cap_000973,173,3,1,ok
cap_000974,173,3,2,ok
cap_000975,173,3,1,ok
cap_000976,173,3,2,ok
cap_000977,173,3,1,ok
cap_000978,173,3,1,ok
cap_000979,173,3,1,ok
