file,cluster,score,why,decision
cap_002447,352,-1.0000,MISS: 464px blob unboxed,approve
cap_002452,352,-1.0000,MISS: 478px blob unboxed,approve
cap_002454,352,-1.0000,MISS: 468px blob unboxed,approve
cap_002455,352,-1.0000,MISS: 463px blob unboxed,approve
cap_002459,352,-1.0000,MISS: 514px blob unboxed,approve
cap_002461,353,-1.0000,MISS: 508px blob unboxed,approve
cap_002463,354,-1.0000,MISS: 492px blob unboxed,approve
cap_002464,354,-1.0000,MISS: 502px blob unboxed,approve
cap_002465,354,-1.0000,MISS: 507px blob unboxed,approve
cap_002466,354,-1.0000,MISS: 510px blob unboxed,approve
cap_002467,354,-1.0000,MISS: 524px blob unboxed,approve
cap_002469,355,-1.0000,MISS: 512px blob unboxed,approve
cap_002470,355,-1.0000,MISS: 508px blob unboxed,approve
cap_002471,355,-1.0000,MISS: 502px blob unboxed,approve
cap_002472,355,-1.0000,MISS: 502px blob unboxed,approve
cap_002473,355,-1.0000,MISS: 489px blob unboxed,approve
cap_002474,355,-1.0000,MISS: 482px blob unboxed,approve
cap_002475,355,-1.0000,MISS: 493px blob unboxed,approve
cap_002476,355,-1.0000,MISS: 491px blob unboxed,approve
cap_002477,355,-1.0000,MISS: 510px blob unboxed,approve
cap_002478,355,-1.0000,MISS: 504px blob unboxed,approve
cap_002479,355,-1.0000,MISS: 498px blob unboxed,approve
cap_002480,355,-1.0000,MISS: 527px blob unboxed,approve
cap_002481,355,-1.0000,MISS: 511px blob unboxed,approve
cap_002482,355,-1.0000,MISS: 490px blob unboxed,approve
cap_002483,355,-1.0000,MISS: 497px blob unboxed,approve
cap_002484,355,-1.0000,MISS: 489px blob unboxed,approve
cap_002485,355,-1.0000,MISS: 479px blob unboxed,approve
cap_002486,355,-1.0000,MISS: 470px blob unboxed,approve
cap_002487,355,-1.0000,MISS: 469px blob unboxed,approve
cap_002488,355,-1.0000,MISS: 461px blob unboxed,approve
cap_002490,356,-1.0000,MISS: 475px blob unboxed,approve
cap_002491,356,-1.0000,MISS: 475px blob unboxed,approve
cap_002492,356,-1.0000,MISS: 478px blob unboxed,approve
cap_002494,357,-1.0000,MISS: 460px blob unboxed,approve
cap_002495,357,-1.0000,MISS: 466px blob unboxed,approve
cap_002496,357,-1.0000,MISS: 466px blob unboxed,approve
cap_002497,357,-1.0000,MISS: 499px blob unboxed,approve
cap_002498,357,-1.0000,MISS: 500px blob unboxed,approve
cap_002499,357,-1.0000,MISS: 500px blob unboxed,approve
cap_002500,357,-1.0000,MISS: 486px blob unboxed,approve
cap_002502,357,-1.0000,MISS: 464px blob unboxed,approve
cap_002503,357,-1.0000,MISS: 482px blob unboxed,approve
cap_002504,357,-1.0000,MISS: 481px blob unboxed,approve
cap_002505,357,-1.0000,MISS: 491px blob unboxed,approve
cap_002506,357,-1.0000,MISS: 511px blob unboxed,approve
cap_002507,357,-1.0000,MISS: 498px blob unboxed,approve
cap_002509,358,-1.0000,MISS: 547px blob unboxed,approve
cap_002511,359,-1.0000,MISS: 509px blob unboxed,approve
cap_002512,359,-1.0000,MISS: 514px blob unboxed,approve
cap_002513,359,-1.0000,MISS: 518px blob unboxed,approve
cap_002514,359,-1.0000,MISS: 507px blob unboxed,approve
cap_002515,359,-1.0000,MISS: 485px blob unboxed,approve
cap_002516,359,-1.0000,MISS: 470px blob unboxed,delete
cap_002519,360,-1.0000,MISS: 476px blob unboxed,approve
cap_002520,360,-1.0000,MISS: 475px blob unboxed,approve
cap_002522,360,-1.0000,MISS: 464px blob unboxed,approve
cap_002523,360,-1.0000,MISS: 477px blob unboxed,approve
cap_002525,360,-1.0000,MISS: 465px blob unboxed,delete
cap_002527,361,-1.0000,MISS: 465px blob unboxed,approve
cap_002528,361,-1.0000,MISS: 476px blob unboxed,approve
cap_002529,361,-1.0000,MISS: 471px blob unboxed,approve
cap_002530,361,-1.0000,MISS: 468px blob unboxed,approve
cap_002531,361,-1.0000,MISS: 465px blob unboxed,approve
cap_002533,361,-1.0000,MISS: 468px blob unboxed,approve
cap_002534,361,-1.0000,MISS: 460px blob unboxed,approve
cap_002583,372,-1.0000,MISS: 191px blob unboxed,approve
cap_002584,372,-1.0000,MISS: 207px blob unboxed,approve
cap_002585,372,-1.0000,MISS: 196px blob unboxed,approve
cap_002586,372,-1.0000,MISS: 189px blob unboxed,approve
cap_002587,372,-1.0000,MISS: 193px blob unboxed,approve
cap_002588,372,-1.0000,MISS: 188px blob unboxed,approve
cap_002589,372,-1.0000,MISS: 186px blob unboxed,approve
cap_002615,373,-1.0000,MISS: 185px blob unboxed,approve
cap_002616,373,-1.0000,MISS: 182px blob unboxed,approve
cap_002634,374,-1.0000,MISS: 164px blob unboxed,approve
cap_002638,374,-1.0000,MISS: 162px blob unboxed,delete
cap_002645,374,-1.0000,MISS: 168px blob unboxed,delete
cap_002646,374,-1.0000,MISS: 166px blob unboxed,delete
cap_002647,374,-1.0000,MISS: 165px blob unboxed,delete
cap_002654,375,-1.0000,MISS: 162px blob unboxed,approve
cap_002657,376,-1.0000,MISS: 170px blob unboxed,approve
cap_003274,402,-1.0000,MISS: 197px blob unboxed,delete
cap_003667,454,-1.0000,MISS: 161px blob unboxed,delete
cap_003668,454,-1.0000,MISS: 224px blob unboxed,delete
cap_003727,466,-1.0000,MISS: 134px blob unboxed,delete
cap_003728,466,-1.0000,MISS: 223px blob unboxed,delete
cap_003738,469,-1.0000,MISS: 124px blob unboxed,approve
cap_003740,469,-1.0000,MISS: 144px blob unboxed,approve
cap_003741,469,-1.0000,MISS: 184px blob unboxed,approve
cap_003775,479,-1.0000,MISS: 137px blob unboxed,approve
cap_003776,479,-1.0000,MISS: 124px blob unboxed,approve
cap_003777,479,-1.0000,MISS: 120px blob unboxed,approve
cap_003779,480,-1.0000,MISS: 269px blob unboxed,approve
cap_003780,480,-1.0000,MISS: 287px blob unboxed,approve
cap_003782,481,-1.0000,MISS: 314px blob unboxed,approve
cap_003783,481,-1.0000,MISS: 301px blob unboxed,approve
cap_003785,482,-1.0000,MISS: 348px blob unboxed,approve
cap_003787,483,-1.0000,MISS: 326px blob unboxed,approve
cap_003792,487,-1.0000,MISS: 412px blob unboxed,approve
cap_003794,488,-1.0000,MISS: 397px blob unboxed,approve
cap_003795,488,-1.0000,MISS: 411px blob unboxed,approve
cap_003796,488,-1.0000,MISS: 403px blob unboxed,approve
cap_003797,488,-1.0000,MISS: 396px blob unboxed,approve
cap_003798,488,-1.0000,MISS: 390px blob unboxed,delete
cap_003799,488,-1.0000,MISS: 389px blob unboxed,delete
cap_003800,488,-1.0000,MISS: 392px blob unboxed,delete
cap_003801,488,-1.0000,MISS: 399px blob unboxed,delete
cap_003802,488,-1.0000,MISS: 397px blob unboxed,approve
cap_003803,488,-1.0000,MISS: 386px blob unboxed,approve
cap_003804,488,-1.0000,MISS: 408px blob unboxed,approve
cap_003805,488,-1.0000,MISS: 397px blob unboxed,approve
cap_003806,488,-1.0000,MISS: 395px blob unboxed,delete
cap_003807,488,-1.0000,MISS: 409px blob unboxed,approve
cap_003809,489,-1.0000,MISS: 389px blob unboxed,approve
cap_003810,489,-1.0000,MISS: 412px blob unboxed,approve
cap_003812,490,-1.0000,MISS: 396px blob unboxed,approve
cap_003813,490,-1.0000,MISS: 404px blob unboxed,approve
cap_003814,490,-1.0000,MISS: 407px blob unboxed,approve
cap_003815,490,-1.0000,MISS: 402px blob unboxed,approve
cap_003816,490,-1.0000,MISS: 396px blob unboxed,approve
cap_003817,490,-1.0000,MISS: 396px blob unboxed,approve
cap_003818,490,-1.0000,MISS: 396px blob unboxed,approve
cap_003819,490,-1.0000,MISS: 404px blob unboxed,approve
cap_003821,491,-1.0000,MISS: 408px blob unboxed,approve
cap_003822,491,-1.0000,MISS: 401px blob unboxed,approve
cap_003823,491,-1.0000,MISS: 398px blob unboxed,approve
cap_003824,491,-1.0000,MISS: 403px blob unboxed,approve
cap_003825,491,-1.0000,MISS: 398px blob unboxed,approve
cap_003826,491,-1.0000,MISS: 394px blob unboxed,approve
cap_003827,491,-1.0000,MISS: 399px blob unboxed,approve
cap_003828,491,-1.0000,MISS: 393px blob unboxed,approve
cap_003829,491,-1.0000,MISS: 398px blob unboxed,approve
cap_003830,491,-1.0000,MISS: 394px blob unboxed,approve
cap_003831,491,-1.0000,MISS: 391px blob unboxed,approve
cap_003832,491,-1.0000,MISS: 396px blob unboxed,approve
cap_003833,491,-1.0000,MISS: 404px blob unboxed,approve
cap_003834,491,-1.0000,MISS: 410px blob unboxed,approve
cap_003835,491,-1.0000,MISS: 407px blob unboxed,approve
cap_003836,491,-1.0000,MISS: 406px blob unboxed,approve
cap_003838,492,-1.0000,MISS: 402px blob unboxed,approve
cap_003839,492,-1.0000,MISS: 397px blob unboxed,approve
cap_003840,492,-1.0000,MISS: 391px blob unboxed,approve
cap_003842,493,-1.0000,MISS: 393px blob unboxed,approve
cap_003843,493,-1.0000,MISS: 387px blob unboxed,approve
cap_003844,493,-1.0000,MISS: 390px blob unboxed,approve
cap_003845,493,-1.0000,MISS: 385px blob unboxed,approve
cap_003847,494,-1.0000,MISS: 390px blob unboxed,approve
cap_003848,495,-1.0000,MISS: 399px blob unboxed,approve
cap_003855,497,-1.0000,MISS: 383px blob unboxed,approve
cap_003856,497,-1.0000,MISS: 384px blob unboxed,approve
cap_003857,497,-1.0000,MISS: 396px blob unboxed,approve
cap_003858,497,-1.0000,MISS: 398px blob unboxed,approve
cap_003859,497,-1.0000,MISS: 404px blob unboxed,approve
cap_003860,497,-1.0000,MISS: 400px blob unboxed,approve
cap_003861,497,-1.0000,MISS: 409px blob unboxed,approve
cap_003862,497,-1.0000,MISS: 407px blob unboxed,approve
cap_003863,497,-1.0000,MISS: 397px blob unboxed,approve
cap_003864,497,-1.0000,MISS: 404px blob unboxed,approve
cap_003865,497,-1.0000,MISS: 405px blob unboxed,approve
cap_003866,497,-1.0000,MISS: 407px blob unboxed,approve
cap_003867,497,-1.0000,MISS: 407px blob unboxed,approve
cap_003868,497,-1.0000,MISS: 412px blob unboxed,approve
cap_003869,497,-1.0000,MISS: 406px blob unboxed,approve
cap_003870,497,-1.0000,MISS: 414px blob unboxed,approve
cap_003872,498,-1.0000,MISS: 393px blob unboxed,approve
cap_003873,498,-1.0000,MISS: 400px blob unboxed,approve
cap_003874,498,-1.0000,MISS: 400px blob unboxed,approve
cap_003875,498,-1.0000,MISS: 399px blob unboxed,approve
cap_003876,498,-1.0000,MISS: 399px blob unboxed,approve
cap_003877,498,-1.0000,MISS: 398px blob unboxed,approve
cap_003878,498,-1.0000,MISS: 398px blob unboxed,approve
cap_003879,498,-1.0000,MISS: 396px blob unboxed,approve
cap_003880,498,-1.0000,MISS: 393px blob unboxed,delete
cap_003881,498,-1.0000,MISS: 393px blob unboxed,delete
cap_003882,498,-1.0000,MISS: 398px blob unboxed,approve
cap_003883,498,-1.0000,MISS: 388px blob unboxed,approve
cap_003884,498,-1.0000,MISS: 391px blob unboxed,delete
cap_003885,498,-1.0000,MISS: 389px blob unboxed,delete
cap_003886,498,-1.0000,MISS: 397px blob unboxed,approve
cap_003887,498,-1.0000,MISS: 397px blob unboxed,approve
cap_003930,514,-1.0000,MISS: 302px blob unboxed,approve
cap_003933,516,-1.0000,MISS: 308px blob unboxed,approve
cap_003936,518,-1.0000,MISS: 304px blob unboxed,approve
cap_003938,519,-1.0000,MISS: 310px blob unboxed,approve
cap_003940,520,-1.0000,MISS: 315px blob unboxed,approve
cap_003942,521,-1.0000,MISS: 376px blob unboxed,approve
cap_003944,522,-1.0000,MISS: 375px blob unboxed,approve
cap_003964,529,-1.0000,MISS: 467px blob unboxed,approve
cap_003966,530,-1.0000,MISS: 468px blob unboxed,approve
cap_004012,542,-1.0000,MISS: 763px blob unboxed,approve
cap_004013,542,-1.0000,MISS: 802px blob unboxed,approve
cap_004014,542,-1.0000,MISS: 796px blob unboxed,approve
cap_004015,542,-1.0000,MISS: 793px blob unboxed,approve
cap_004016,542,-1.0000,MISS: 834px blob unboxed,approve
cap_004017,542,-1.0000,MISS: 820px blob unboxed,approve
cap_004018,542,-1.0000,MISS: 828px blob unboxed,approve
cap_004019,542,-1.0000,MISS: 814px blob unboxed,approve
cap_004020,542,-1.0000,MISS: 824px blob unboxed,approve
cap_004021,542,-1.0000,MISS: 808px blob unboxed,approve
cap_004022,542,-1.0000,MISS: 809px blob unboxed,approve
cap_004023,542,-1.0000,MISS: 798px blob unboxed,approve
cap_004024,542,-1.0000,MISS: 801px blob unboxed,approve
cap_004025,542,-1.0000,MISS: 866px blob unboxed,approve
cap_004026,542,-1.0000,MISS: 845px blob unboxed,approve
cap_004027,542,-1.0000,MISS: 834px blob unboxed,approve
cap_004028,542,-1.0000,MISS: 820px blob unboxed,approve
cap_004029,542,-1.0000,MISS: 839px blob unboxed,approve
cap_004030,543,-1.0000,MISS: 825px blob unboxed,approve
cap_004032,543,-1.0000,MISS: 825px blob unboxed,approve
cap_004033,543,-1.0000,MISS: 837px blob unboxed,approve
cap_004034,543,-1.0000,MISS: 844px blob unboxed,approve
cap_004035,543,-1.0000,MISS: 839px blob unboxed,approve
cap_004036,543,-1.0000,MISS: 760px blob unboxed,approve
cap_004037,543,-1.0000,MISS: 786px blob unboxed,approve
cap_004038,543,-1.0000,MISS: 804px blob unboxed,approve
cap_004039,543,-1.0000,MISS: 807px blob unboxed,approve
cap_004040,543,-1.0000,MISS: 822px blob unboxed,approve
cap_004041,543,-1.0000,MISS: 827px blob unboxed,approve
cap_004042,543,-1.0000,MISS: 814px blob unboxed,approve
cap_004043,544,-1.0000,MISS: 798px blob unboxed,approve
cap_004045,544,-1.0000,MISS: 867px blob unboxed,approve
cap_004047,545,-1.0000,MISS: 855px blob unboxed,approve
cap_004048,545,-1.0000,MISS: 873px blob unboxed,approve
cap_004049,545,-1.0000,MISS: 874px blob unboxed,delete
cap_004050,545,-1.0000,MISS: 897px blob unboxed,delete
cap_004051,545,-1.0000,MISS: 880px blob unboxed,delete
cap_004052,545,-1.0000,MISS: 896px blob unboxed,delete
cap_004053,545,-1.0000,MISS: 868px blob unboxed,delete
cap_004054,545,-1.0000,MISS: 846px blob unboxed,delete
cap_004055,545,-1.0000,MISS: 859px blob unboxed,delete
cap_004056,545,-1.0000,MISS: 852px blob unboxed,delete
cap_004058,546,-1.0000,MISS: 815px blob unboxed,approve
cap_004059,546,-1.0000,MISS: 830px blob unboxed,approve
cap_004060,546,-1.0000,MISS: 849px blob unboxed,approve
cap_004061,546,-1.0000,MISS: 843px blob unboxed,approve
cap_004063,547,-1.0000,MISS: 843px blob unboxed,approve
cap_004064,547,-1.0000,MISS: 844px blob unboxed,approve
cap_004065,547,-1.0000,MISS: 868px blob unboxed,approve
cap_004067,548,-1.0000,MISS: 877px blob unboxed,approve
cap_004068,548,-1.0000,MISS: 851px blob unboxed,approve
cap_004069,548,-1.0000,MISS: 888px blob unboxed,approve
cap_004071,549,-1.0000,MISS: 857px blob unboxed,approve
cap_004072,549,-1.0000,MISS: 845px blob unboxed,approve
cap_004073,549,-1.0000,MISS: 852px blob unboxed,approve
cap_004074,549,-1.0000,MISS: 851px blob unboxed,approve
cap_004075,549,-1.0000,MISS: 837px blob unboxed,approve
cap_004076,549,-1.0000,MISS: 834px blob unboxed,approve
cap_004077,549,-1.0000,MISS: 824px blob unboxed,delete
cap_004078,549,-1.0000,MISS: 818px blob unboxed,delete
cap_004079,549,-1.0000,MISS: 807px blob unboxed,delete
cap_004080,549,-1.0000,MISS: 815px blob unboxed,delete
cap_004081,549,-1.0000,MISS: 834px blob unboxed,delete
cap_004082,549,-1.0000,MISS: 820px blob unboxed,delete
cap_004083,549,-1.0000,MISS: 822px blob unboxed,approve
cap_004084,549,-1.0000,MISS: 821px blob unboxed,approve
cap_004085,549,-1.0000,MISS: 831px blob unboxed,approve
cap_004086,549,-1.0000,MISS: 811px blob unboxed,approve
cap_004087,549,-1.0000,MISS: 820px blob unboxed,approve
cap_004088,549,-1.0000,MISS: 822px blob unboxed,approve
cap_004089,549,-1.0000,MISS: 866px blob unboxed,approve
cap_004090,549,-1.0000,MISS: 862px blob unboxed,approve
cap_004091,549,-1.0000,MISS: 849px blob unboxed,approve
cap_004092,549,-1.0000,MISS: 820px blob unboxed,approve
cap_004093,549,-1.0000,MISS: 826px blob unboxed,approve
cap_004094,549,-1.0000,MISS: 826px blob unboxed,approve
cap_004095,549,-1.0000,MISS: 815px blob unboxed,approve
cap_004096,549,-1.0000,MISS: 817px blob unboxed,approve
cap_004097,549,-1.0000,MISS: 813px blob unboxed,approve
cap_004098,549,-1.0000,MISS: 800px blob unboxed,approve
cap_004099,549,-1.0000,MISS: 786px blob unboxed,approve
cap_004101,550,-1.0000,MISS: 810px blob unboxed,approve
cap_004102,550,-1.0000,MISS: 818px blob unboxed,approve
cap_004103,550,-1.0000,MISS: 801px blob unboxed,approve
cap_004104,550,-1.0000,MISS: 759px blob unboxed,approve
cap_004105,550,-1.0000,MISS: 768px blob unboxed,approve
cap_004106,550,-1.0000,MISS: 766px blob unboxed,approve
cap_004107,550,-1.0000,MISS: 757px blob unboxed,approve
cap_004108,550,-1.0000,MISS: 774px blob unboxed,approve
cap_004110,551,-1.0000,MISS: 775px blob unboxed,approve
cap_004111,551,-1.0000,MISS: 784px blob unboxed,approve
cap_004112,551,-1.0000,MISS: 808px blob unboxed,approve
cap_004113,551,-1.0000,MISS: 798px blob unboxed,approve
cap_004114,551,-1.0000,MISS: 774px blob unboxed,approve
cap_004115,551,-1.0000,MISS: 770px blob unboxed,approve
cap_004116,551,-1.0000,MISS: 779px blob unboxed,approve
cap_004117,551,-1.0000,MISS: 801px blob unboxed,approve
cap_004118,551,-1.0000,MISS: 791px blob unboxed,approve
cap_004119,551,-1.0000,MISS: 782px blob unboxed,approve
cap_004120,551,-1.0000,MISS: 754px blob unboxed,approve
cap_004121,551,-1.0000,MISS: 723px blob unboxed,approve
cap_004122,551,-1.0000,MISS: 705px blob unboxed,approve
cap_004123,551,-1.0000,MISS: 710px blob unboxed,approve
cap_004124,551,-1.0000,MISS: 751px blob unboxed,approve
cap_004125,551,-1.0000,MISS: 756px blob unboxed,approve
cap_004126,551,-1.0000,MISS: 748px blob unboxed,approve
cap_004127,551,-1.0000,MISS: 639px blob unboxed,approve
cap_004128,551,-1.0000,MISS: 638px blob unboxed,approve
cap_004129,551,-1.0000,MISS: 637px blob unboxed,approve
cap_004130,551,-1.0000,MISS: 638px blob unboxed,approve
cap_004131,551,-1.0000,MISS: 617px blob unboxed,approve
cap_004133,552,-1.0000,MISS: 609px blob unboxed,approve
cap_004134,552,-1.0000,MISS: 613px blob unboxed,approve
cap_004135,552,-1.0000,MISS: 616px blob unboxed,approve
cap_004136,552,-1.0000,MISS: 726px blob unboxed,approve
cap_004137,552,-1.0000,MISS: 707px blob unboxed,approve
cap_004138,552,-1.0000,MISS: 711px blob unboxed,approve
cap_004139,552,-1.0000,MISS: 726px blob unboxed,approve
cap_004140,552,-1.0000,MISS: 749px blob unboxed,approve
cap_004141,552,-1.0000,MISS: 730px blob unboxed,approve
cap_004142,552,-1.0000,MISS: 762px blob unboxed,approve
cap_004143,552,-1.0000,MISS: 745px blob unboxed,approve
cap_004144,552,-1.0000,MISS: 747px blob unboxed,approve
cap_004145,552,-1.0000,MISS: 734px blob unboxed,approve
cap_004146,552,-1.0000,MISS: 739px blob unboxed,approve
cap_004147,552,-1.0000,MISS: 741px blob unboxed,approve
cap_004148,552,-1.0000,MISS: 750px blob unboxed,approve
cap_004149,552,-1.0000,MISS: 763px blob unboxed,approve
cap_004150,552,-1.0000,MISS: 760px blob unboxed,approve
cap_004151,552,-1.0000,MISS: 727px blob unboxed,approve
cap_004152,552,-1.0000,MISS: 746px blob unboxed,approve
cap_004153,552,-1.0000,MISS: 731px blob unboxed,approve
cap_004154,552,-1.0000,MISS: 718px blob unboxed,approve
cap_004155,552,-1.0000,MISS: 721px blob unboxed,approve
cap_004156,552,-1.0000,MISS: 728px blob unboxed,approve
cap_004157,552,-1.0000,MISS: 725px blob unboxed,approve
cap_004158,552,-1.0000,MISS: 719px blob unboxed,approve
cap_004159,552,-1.0000,MISS: 735px blob unboxed,approve
cap_004160,552,-1.0000,MISS: 707px blob unboxed,approve
cap_004161,552,-1.0000,MISS: 699px blob unboxed,approve
cap_004163,553,-1.0000,MISS: 707px blob unboxed,approve
cap_004164,553,-1.0000,MISS: 694px blob unboxed,approve
cap_004165,553,-1.0000,MISS: 679px blob unboxed,approve
cap_004166,553,-1.0000,MISS: 690px blob unboxed,approve
cap_004167,553,-1.0000,MISS: 612px blob unboxed,approve
cap_004168,553,-1.0000,MISS: 619px blob unboxed,approve
cap_004169,553,-1.0000,MISS: 602px blob unboxed,approve
cap_004170,553,-1.0000,MISS: 599px blob unboxed,approve
cap_004171,553,-1.0000,MISS: 599px blob unboxed,approve
cap_004172,553,-1.0000,MISS: 593px blob unboxed,approve
cap_004173,553,-1.0000,MISS: 594px blob unboxed,approve
cap_004174,553,-1.0000,MISS: 483px blob unboxed,approve
cap_004175,553,-1.0000,MISS: 630px blob unboxed,approve
cap_004176,553,-1.0000,MISS: 628px blob unboxed,approve
cap_004177,553,-1.0000,MISS: 623px blob unboxed,approve
cap_004178,553,-1.0000,MISS: 613px blob unboxed,approve
cap_004179,553,-1.0000,MISS: 612px blob unboxed,approve
cap_004180,553,-1.0000,MISS: 603px blob unboxed,approve
cap_004181,553,-1.0000,MISS: 594px blob unboxed,approve
cap_004182,553,-1.0000,MISS: 589px blob unboxed,approve
cap_004183,553,-1.0000,MISS: 593px blob unboxed,approve
cap_004184,553,-1.0000,MISS: 592px blob unboxed,approve
cap_004185,553,-1.0000,MISS: 602px blob unboxed,approve
cap_004186,553,-1.0000,MISS: 609px blob unboxed,approve
cap_004188,554,-1.0000,MISS: 580px blob unboxed,approve
cap_004189,554,-1.0000,MISS: 573px blob unboxed,approve
cap_000808,160,0.0000,box on empty space,delete
cap_000809,160,0.0000,box on empty space,delete
cap_001205,212,0.0000,box on empty space,delete
cap_001206,212,0.0000,box on empty space,delete
cap_001207,212,0.0000,box on empty space,delete
cap_001208,212,0.0000,box on empty space,delete
cap_001209,212,0.0000,box on empty space,delete
cap_001210,212,0.0000,box on empty space,delete
cap_001211,212,0.0000,box on empty space,delete
cap_001212,212,0.0000,box on empty space,delete
cap_001213,212,0.0000,box on empty space,delete
cap_001214,212,0.0000,box on empty space,delete
cap_001215,212,0.0000,box on empty space,delete
cap_001216,212,0.0000,box on empty space,delete
cap_001217,212,0.0000,box on empty space,delete
cap_001218,212,0.0000,box on empty space,delete
cap_001219,212,0.0000,box on empty space,delete
cap_001221,213,0.0000,box on empty space,approve
cap_001225,213,0.0000,box on empty space,approve
cap_001228,213,0.0000,box on empty space,delete
cap_001229,213,0.0000,box on empty space,delete
cap_001246,215,0.0000,box on empty space,delete
cap_001341,233,0.0000,box on empty space,delete
cap_002037,303,0.0000,box on empty space,delete
cap_002038,303,0.0000,box on empty space,delete
cap_003702,463,0.0000,box on empty space,delete
cap_001235,214,0.0058,worst box IoU 0.01,delete
cap_001236,214,0.0058,worst box IoU 0.01,delete
cap_001202,212,0.0375,worst box IoU 0.04,delete
cap_001203,212,0.0375,worst box IoU 0.04,delete
cap_001204,212,0.0375,worst box IoU 0.04,delete
cap_001166,210,0.0494,worst box IoU 0.05,approve
cap_001167,210,0.0494,worst box IoU 0.05,approve
cap_001168,210,0.0494,worst box IoU 0.05,delete
cap_001165,210,0.0511,worst box IoU 0.05,approve
cap_002581,371,0.0632,worst box IoU 0.06,delete
cap_001340,233,0.0759,worst box IoU 0.08,approve
cap_003454,443,0.0888,worst box IoU 0.09,delete
cap_003322,433,0.0903,worst box IoU 0.09,approve
cap_000229,47,0.0903,worst box IoU 0.09,delete
cap_001162,210,0.0931,worst box IoU 0.09,approve
cap_001163,210,0.0931,worst box IoU 0.09,approve
cap_001164,210,0.0931,worst box IoU 0.09,approve
cap_003312,428,0.1018,worst box IoU 0.10,approve
cap_000230,47,0.1028,worst box IoU 0.10,delete
cap_001339,233,0.1083,worst box IoU 0.11,approve
cap_003315,430,0.1132,worst box IoU 0.11,approve
cap_003319,432,0.1191,worst box IoU 0.12,approve
